,tree.num,simulation,method,quality,missing,maf,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin
355,355,6,raxml,40,0.25,3,INT,REF,0.00062950460773887,0.0184134861334628,0.0106084026477151,0.0149090366879609,NA,NA,-3.7731995866502,4.98252141554163,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
356,356,6,raxml,40,0.25,4,INT,REF,0.000669632369558133,0.0228398535217398,0.0119139243926068,0.0170743318881668,NA,NA,-3.0264637397352,5.21521683958238,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
357,357,6,raxml,40,0.25,5,INT,REF,0.00142140029357414,0.040558158411706,0.0176339315867852,0.0244302799677968,NA,NA,-2.37434767173281,5.52404392254646,0.340460255724457,0.500631601080076,0.686411805896083,1.08894444302728
358,358,6,raxml,40,0.5,0,INT,REF,0.000339593191552744,0.0510259385005074,0.00737287464263631,0.011066369175713,NA,NA,-5.26152328037414,4.38194098976915,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
359,359,6,raxml,40,0.5,10,INT,REF,0.00639403013819235,0.0730926186517287,0.0289017140325559,0.0413861425406744,NA,NA,-1.17450958746816,6.24354716385008,0.340460255724457,0.500631601080076,0.691903100343252,1.09460129727678
360,360,6,raxml,40,0.5,1,INT,REF,0.000339593191552744,0.0510259385005074,0.00737287464263631,0.011066369175713,NA,NA,-5.26152328037414,4.38194098976915,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
361,361,6,raxml,40,0.5,2,INT,REF,0.000339593191552744,0.0510259385005074,0.00737287464263631,0.011066369175713,NA,NA,-5.26152328037414,4.38194098976915,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
362,362,6,raxml,40,0.5,3,INT,REF,0.000508047643219329,0.0186356016688546,0.0102087252619784,0.0145110134784222,NA,NA,-3.29577731829272,4.85694872617526,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
363,363,6,raxml,40,0.5,4,INT,REF,0.000595679314813293,0.0227430516012562,0.0113774690022952,0.016486706805029,NA,NA,-2.8024998182761,5.19402629317005,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
364,364,6,raxml,40,0.5,5,INT,REF,0.00116320399813433,0.0364423649162994,0.0159895124272718,0.0223027113919379,NA,NA,-2.05193385955599,5.45663707525978,0.340460255724457,0.500631601080076,0.686411805896083,1.08894444302728
365,365,6,raxml,40,0.75,0,INT,REF,0.000469204527181797,0.0451850234262786,0.00689045883702435,0.0103988807339833,NA,NA,-4.67133916028669,3.85330990372365,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
366,366,6,raxml,40,0.75,10,INT,REF,0.00686155845007944,0.0680562392804857,0.0274241251529616,0.0383190855822415,NA,NA,-1.87513580014418,6.17098351398354,0.340460255724457,0.509116882454314,0.686411805896083,1.09742972440152
367,367,6,raxml,40,0.75,1,INT,REF,0.000469204527181797,0.0451850234262786,0.00689045883702435,0.0103988807339833,NA,NA,-4.67133916028669,3.85330990372365,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
368,368,6,raxml,40,0.75,2,INT,REF,0.000469204527181797,0.0451850234262786,0.00689045883702435,0.0103988807339833,NA,NA,-4.67133916028669,3.85330990372365,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
369,369,6,raxml,40,0.75,3,INT,REF,0.000587779959440888,0.0173240693808896,0.00945237744723034,0.0137931054595407,NA,NA,-2.91439013461166,4.6572326089671,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
370,370,6,raxml,40,0.75,4,INT,REF,0.000672541844670852,0.0199933379965152,0.0104936749964965,0.0155788573227347,NA,NA,-2.44041018856403,4.97393957337994,0.321240725159367,0.480832611206852,0.672683569778162,1.07480230740355
371,371,6,raxml,40,0.75,5,INT,REF,0.00123347708203484,0.0289441034611416,0.0135512853064367,0.0192346607116203,NA,NA,-1.97953406367876,5.28756211389626,0.340460255724457,0.500631601080076,0.686411805896083,1.08894444302728
372,372,6,raxml,40,0.9,0,INT,REF,0.00126047898319647,0.0346353155789523,0.00627572256326578,0.00937900432791798,NA,NA,-5.57836938371186,3.94123635287757,0.302021194594277,0.469518902707868,0.65895533366024,1.06348859890457
373,373,6,raxml,40,0.9,10,INT,REF,0.0130788066995266,0.0579570392514346,0.0249313295571806,0.0338669393422487,NA,NA,-2.03944345227299,6.00217719735803,0.323986372382951,0.489317892581091,0.680920511448915,1.0776307345283
374,374,6,raxml,40,0.9,1,INT,REF,0.00126047898319647,0.0346353155789523,0.00627572256326578,0.00937900432791798,NA,NA,-5.57836938371186,3.94123635287757,0.302021194594277,0.469518902707868,0.65895533366024,1.06348859890457
375,375,6,raxml,40,0.9,2,INT,REF,0.00126047898319647,0.0346353155789523,0.00627572256326578,0.00937900432791798,NA,NA,-5.57836938371186,3.94123635287757,0.302021194594277,0.469518902707868,0.65895533366024,1.06348859890457
376,376,6,raxml,40,0.9,3,INT,REF,0.00119672555429004,0.0134845698680452,0.00849956820092977,0.0127647945249301,NA,NA,-3.0140906167889,4.28790961627725,0.302021194594277,0.469518902707868,0.65895533366024,1.06348859890457
