,simulation,height,method,quality,missing,maf,int,noref,taxa_ref,refdist,sites,std.sites,gamma,std.gamma,std.ingroup.gamma,colless,std.colless,std.ingroup.colless,sackin,std.sackin,std.ingroup.sackin,tree.height,Avg.BLs,SD.BLs,RF.Dist.ML,ingroup.gamma,ingroup.colless,ingroup.sackin,mean.support,sd.support,weighted.rf
11,6,SHORT,raxml,40,0.5,0.05,EXT,REF,0_0_0,NA,17871,0.473604706630625,-13.4973089742768,-23.2590156081964,-12.9064982284922,0.272896338305116,-39,-1,731,-95,-57,0.233527168562543,0.107303463148237,0.0793772968350441,146,-13.3334761985452,0.275,725,40.8775510204082,31.6505615676707,450039.208908909
12,6,SHORT,raxml,40,0.5,0.1,EXT,REF,0_0_0,NA,13422,0.355700429321037,-12.9979964795293,-22.7597031134489,-12.3943424105563,0.490622297747104,29,128,904,112,118,0.280530142251238,0.129162435258629,0.0925360858503409,156,-12.8213203806093,0.404,900,43.5714285714286,28.9250720623896,450036.606981815
13,6,SHORT,raxml,40,0.75,0.01,EXT,REF,0_0_0,NA,28763,0.762256850585679,-13.3765898294141,-23.1382964633338,-12.8958042389079,0.228562998147245,-143,-44,606,-275,-180,0.167362698364036,0.074373604375994,0.0561006109909988,144,-13.3227822089608,0.232,602,41.3775510204082,31.9279198847572,450044.373973372
14,6,SHORT,raxml,40,0.75,0.02,EXT,REF,0_0_0,NA,23241,0.615916679917316,-13.6868090996261,-23.4485157335458,-12.7362667370805,0.454170440283965,86,90,975,92,96,0.169678864273723,0.0869719329812789,0.0647581005928387,150,-13.1632447071335,0.366,878,38.2857142857143,32.9542012715116,450042.497326847
15,6,SHORT,raxml,40,0.75,0.03,EXT,REF,0_0_0,NA,20739,0.549610430911115,-13.543383739189,-23.3050903731086,-12.5518691725627,0.542837120599707,176,276,1157,274,274,0.184156446634884,0.0952811023280233,0.0713364993887342,154,-12.9788471426157,0.552,1056,40.6632653061224,30.3172040837321,450041.251901351
16,6,SHORT,raxml,40,0.75,0.04,EXT,REF,0_0_0,NA,19061,0.505141251921344,-13.2866637234931,-23.0483703574127,-12.7272425682733,0.222651886126196,-152,-59,608,-275,-185,0.225353645498146,0.101471989807011,0.0748181449374199,158,-13.1542205383263,0.217,597,37.5918367346939,31.3114835937081,450040.572822219
17,6,SHORT,raxml,40,0.75,0.05,EXT,REF,0_0_0,NA,17767,0.470848571580007,-13.4554521201949,-23.2171587541146,-12.8604810869224,0.303437083747205,-108,-11,682,-201,-145,0.231972889425796,0.106524310932797,0.0784930807234789,148,-13.2874590569753,0.265,637,40,32.3709173280553,450039.444876762
18,6,SHORT,raxml,40,0.75,0.1,EXT,REF,0_0_0,NA,13332,0.35331531245031,-13.1371966548132,-22.8989032887329,-12.5681165716936,0.272896338305116,-6,-1,791,-92,3,0.299520460401987,0.129501868724151,0.0930262453985825,156,-12.9950945417466,0.275,785,37.2857142857143,31.0124683937975,450036.517282473
19,6,SHORT,raxml,40,NA,0.01,EXT,REF,0_0_0,NA,28957,0.767398102507023,-13.5848056087842,-23.3465122427038,-12.768992754846,0.531014896557608,164,167,1039,156,159,0.15440545176173,0.0743855528049069,0.0558531035364788,136,-13.195970724899,0.443,941,43.0714285714286,33.1678797547067,450044.191142512
20,6,SHORT,raxml,40,NA,0.02,EXT,REF,0_0_0,NA,23417,0.620580908464515,-13.7011227609915,-23.4628293949112,-13.1596082206542,0.275851894315641,-41,2,776,-107,-64,0.189633717414523,0.0872211600754818,0.0651785590059202,154,-13.5865861907072,0.278,718,35.0816326530612,31.0953549981601,450042.611439722
21,6,SHORT,raxml,40,NA,0.03,EXT,REF,0_0_0,NA,20904,0.553983145174114,-13.5848707298131,-23.3465773637327,-13.0134023601064,0.332992643852452,-37,6,727,-159,-116,0.209512636983251,0.0957210200607855,0.0714056616806759,164,-13.4403803301594,0.282,666,36.0204081632653,31.8582490545443,450041.556814619
22,6,SHORT,raxml,40,NA,0.04,EXT,REF,0_0_0,NA,19218,0.509301955795834,-13.4709696844004,-23.23267631832,-12.5725350251893,0.483726000389213,116,117,998,114,115,0.213971449946088,0.10161937378068,0.0750056189789937,154,-12.9995129952423,0.393,897,36.5612244897959,32.0515262761307,450040.388912148
23,6,SHORT,raxml,40,NA,0.05,EXT,REF,0_0_0,NA,17921,0.474929771558806,-13.4836516260842,-23.2453582600039,-12.7762174677453,0.303437083747205,32,32,930,-49,48,0.226655541400129,0.10687578453807,0.078817191715044,154,-13.2031954377983,0.308,830,38.9897959183673,32.430892392921,450039.558173803
24,6,SHORT,raxml,40,NA,0.1,EXT,REF,0_0_0,NA,13466,0.356866486457836,-13.0854065154761,-22.8471131493958,-12.4136757519018,0.432496362873451,66,85,887,4,25,0.287682882085348,0.129239094658122,0.0923846572686162,158,-12.8406537219548,0.361,807,38.6224489795918,30.2107768393936,450036.781626061
25,6,SHORT,raxml,40,1,0.01,EXT,REF,0_0_0,NA,27661,0.733052419568559,-13.3382760295875,-23.0999826635071,-12.7306851984049,0.347770423905075,-22,76,938,53,62,0.162241354480461,0.0748459254021373,0.0562547756060385,148,-13.1576631684579,0.352,844,37.6734693877551,30.295716246539,450044.364521482
26,6,SHORT,raxml,40,1,0.02,EXT,REF,0_0_0,NA,22532,0.597127259235703,-13.5338977879165,-23.2956044218362,-12.5317909004372,0.558600085989172,92,192,999,116,214,0.166780844554864,0.0868944195682989,0.06514530601804,148,-12.9587688704902,0.468,996,41.8877551020408,30.8841809349363,450042.471193603
27,6,SHORT,raxml,40,1,0.03,EXT,REF,0_0_0,NA,20112,0.532994116711719,-13.1067151585503,-22.86842179247,-12.3742026802411,0.403925988105045,133,135,914,127,129,0.20447113471075,0.0951473749515869,0.0708236317165449,154,-12.8011806502941,0.411,911,39.7142857142857,30.9655611830537,450041.284229803
28,6,SHORT,raxml,40,1,0.04,EXT,REF,0_0_0,NA,18494,0.490115015635766,-13.3349970774516,-23.0967037113712,-12.7034393123373,0.451214884273441,83,84,983,99,100,0.218705251352254,0.101905732702367,0.0751365061880317,156,-13.1304172823903,0.36,882,34.8979591836735,32.0982672223709,450040.387741382
29,6,SHORT,raxml,40,1,0.05,EXT,REF,0_0_0,NA,17235,0.456749880744156,-13.5063688924468,-23.2680755263665,-12.6078652683762,0.290629674368264,-80,17,784,-98,-1,0.210143639037981,0.106975843317211,0.0779636334244322,154,-13.0348432384292,0.293,781,38.9081632653061,31.0974811638492,450039.556638913
30,6,SHORT,raxml,40,1,0.1,EXT,REF,0_0_0,NA,12920,0.342396777442095,-13.2639719016689,-23.0256785355886,-12.3200633241658,0.459096366968173,91,97,968,-7,91,0.253340148260112,0.12959203904917,0.0934784927589497,156,-12.7470412942188,0.373,873,39.5816326530612,30.5718432108201,450036.180175433
31,7,SHORT,raxml,40,0.25,0.01,INT,REF,91_0_0,NA,32186,0.99959626075344,-13.6906006143847,-24.6222633786351,-13.7632901776162,0.308363010431412,-42,-38,759,-44,-40,0.171207722611691,0.0737936120997213,0.0555785949087392,136,-13.626763436401,0.238,736,38.7857142857143,30.7752913341374,460334.543681897
32,7,SHORT,raxml,40,0.25,0.02,INT,REF,91_0_0,NA,25887,0.80396906736234,-13.6621739477335,-24.5938367119838,-13.7357651555471,0.286688933020898,-131,-55,705,-172,-119,0.194775119642499,0.0860183151902855,0.0641343134816621,154,-13.599238414332,0.221,657,36.2857142857143,25.7429802262255,460333.01918903
33,7,SHORT,raxml,40,0.25,0.03,INT,REF,91_0_0,NA,22908,0.711450666169757,-13.7042696216313,-24.6359323858817,-13.7392226448717,0.310333381105096,-136,-56,799,-132,-54,0.212776235758375,0.093670337034826,0.0694701503024321,168,-13.6026959036565,0.22,722,36.530612244898,26.6443565064332,460332.335598421
34,7,SHORT,raxml,40,0.25,0.04,INT,REF,91_0_0,NA,21013,0.652597906767291,-13.6353927979746,-24.5670555622249,-13.6557174260971,0.247281519547235,-124,-69,719,-182,-127,0.226201548299214,0.100042155779808,0.0737691297684409,160,-13.519190684882,0.207,649,36.7244897959184,27.9811352548352,460331.066865863
35,7,SHORT,raxml,40,0.25,0.05,INT,REF,91_0_0,NA,19435,0.603590173607876,-13.5585045363998,-24.4901673006501,-13.135564606483,0.40688154411557,38,138,976,99,110,0.207460533085098,0.10653003327037,0.0783167574777116,158,-12.9990378652679,0.414,886,33.4081632653061,29.4141549257103,460329.981093475
36,7,SHORT,raxml,40,0.25,0.1,INT,REF,91_0_0,NA,14941,0.46402062175844,-13.2605993063815,-24.1922620706318,-13.209462396527,0.324125975820878,-49,-25,697,-180,-85,0.302275464292512,0.129180035457033,0.0925677039642875,168,-13.0729356553118,0.251,691,35.9489795918367,27.8609849697407,460327.170726562
37,7,SHORT,raxml,40,0.5,0.01,INT,REF,91_0_0,NA,32110,0.997235939004317,-13.752825812005,-24.6844885762553,-13.8309590905746,0.261074114263017,-110,-34,693,-139,-110,0.17020783961024,0.0737188379859771,0.0555739883032227,164,-13.6944323493594,0.242,666,34.7551020408163,30.651705263435,460335.10423027
38,7,SHORT,raxml,40,0.5,0.02,INT,REF,91_0_0,NA,25811,0.801608745613218,-13.6967676517627,-24.628430416013,-13.7855039766082,0.275851894315641,-118,-42,708,-214,-140,0.194925020530234,0.085499277361111,0.0643457646379735,162,-13.648977235393,0.234,636,41.0204081632653,26.105250722711,460333.126705657
39,7,SHORT,raxml,40,0.5,0.03,INT,REF,91_0_0,NA,22836,0.709214571881114,-13.7437096702169,-24.6753724344673,-13.8050609722609,0.255163002241968,-92,-62,687,-166,-136,0.213400521258962,0.0937981527779812,0.0695915705301941,164,-13.6685342310458,0.214,640,30.5612244897959,29.611597869451,460332.101686256
40,7,SHORT,raxml,40,0.5,0.04,INT,REF,91_0_0,NA,20943,0.650423926208888,-13.5823027912515,-24.5139655555018,-13.0775355367607,0.517222301841826,61,161,991,114,125,0.193638499560861,0.10021684611168,0.0741676035601546,158,-12.9410087955456,0.437,901,34.030612244898,27.3516444714279,460330.809160374
41,7,SHORT,raxml,40,0.5,0.05,INT,REF,91_0_0,NA,19365,0.601416193049474,-13.548959344059,-24.4806221083094,-13.5780249438805,0.285703747684056,-109,-54,706,-195,-140,0.244803536292074,0.106968725084184,0.0795068193030074,150,-13.4414982026653,0.222,636,38.4897959183673,26.8586390709102,460329.599923314
42,7,SHORT,raxml,40,0.5,0.1,INT,REF,91_0_0,NA,14878,0.462064039255878,-13.3422403945175,-24.2739031587679,-13.2944670521292,0.22560744213672,-70,-49,762,-112,-91,0.30137862321218,0.129168178715533,0.0930977000959107,160,-13.1579403109141,0.227,685,35.6836734693878,29.0284598846326,460326.774407696
43,7,SHORT,raxml,40,0.75,0.01,INT,REF,91_0_0,NA,31964,0.992701636696792,-13.5762875329948,-24.5079502972452,-13.6212463736995,0.320185234473511,-50,-26,821,-56,-32,0.169414034063127,0.0744989155261583,0.0556480465133222,146,-13.4847196324843,0.25,744,37.4183673469388,30.7701567392916,460334.589798821
44,7,SHORT,raxml,40,0.75,0.02,INT,REF,91_0_0,NA,25682,0.797602410012733,-13.2798000475616,-24.2114628118119,-13.3593543034988,0.298511157062997,-72,-43,715,-183,-109,0.194848138904278,0.085919291118028,0.0645409909967724,158,-13.2228275622836,0.233,667,39.0918367346939,28.1853536340814,460333.066852812
45,7,SHORT,raxml,40,0.75,0.03,INT,REF,91_0_0,NA,22712,0.70536352060623,-13.6614647874985,-24.5931275517489,-13.7277127980488,0.261074114263017,-110,-67,683,-218,-151,0.212570526501893,0.0940328753319897,0.0698228251334854,164,-13.5911860568337,0.209,625,33.8163265306122,27.7716561503915,460332.063711705
46,7,SHORT,raxml,40,0.75,0.04,INT,REF,91_0_0,NA,20821,0.646634988664244,-13.4612493973842,-24.3929121616346,-13.5099795190119,0.264029670273542,-107,-27,826,-51,-27,0.228597244114633,0.100252862545089,0.0739407480316308,162,-13.3734527777968,0.249,749,34.7959183673469,28.0467059585843,460331.067895113
47,7,SHORT,raxml,40,0.75,0.05,INT,REF,91_0_0,NA,19250,0.59784465356067,-13.5788347892576,-24.5104975535079,-13.5865879007338,0.274866708978799,-72,-43,678,-154,-125,0.242617470601823,0.10649362852936,0.0779260482145929,160,-13.4500611595187,0.233,651,40.1428571428571,28.9036793576937,460330.160509194
48,7,SHORT,raxml,40,0.75,0.1,INT,REF,91_0_0,NA,14778,0.458958352743874,-13.0973739092165,-24.0290366734669,-13.2106664294415,0.431511177536609,63,84,872,-79,16,0.293203701274904,0.129431898500506,0.0939185041757389,160,-13.0741396882263,0.36,792,33.6020408163265,26.8396305672788,460326.781765351
49,7,SHORT,raxml,40,NA,0.01,INT,REF,91_0_0,NA,32199,1,-13.2138165666197,-24.1454793308701,-13.2231566418535,0.320185234473511,-50,-26,839,-58,-34,0.170794590912711,0.0741285406361249,0.0561440869912654,146,-13.0866299006383,0.25,742,39.0102040816327,30.4117770520415,460334.649717886
50,7,SHORT,raxml,40,NA,0.02,INT,REF,91_0_0,NA,25900,0.804372806608901,-13.6900051517962,-24.6216679160465,-13.7597481480812,0.293585230378789,-133,-53,802,-129,-51,0.194666137071123,0.0858178578781209,0.0640869978517197,156,-13.6232214068661,0.223,725,37.9795918367347,26.1860825519839,460333.108045172
51,7,SHORT,raxml,40,NA,0.03,INT,REF,91_0_0,NA,22921,0.711854405416317,-13.6089852257062,-24.5406479899565,-13.6470003841524,0.249251890220918,-122,-25,695,-182,-87,0.211284364157375,0.0934587529485289,0.0698716131890303,150,-13.5104736429373,0.251,689,36.6530612244898,26.9206937767007,460331.557791147
52,7,SHORT,raxml,40,NA,0.04,INT,REF,91_0_0,NA,21026,0.653001646013851,-13.4978732431001,-24.4295360073504,-13.5404086120915,0.277822264989324,-93,-38,707,-170,-96,0.230036729555784,0.100344346797916,0.074422323717073,158,-13.4038818708764,0.238,680,38.1326530612245,27.4341339628348,460330.95976736
53,7,SHORT,raxml,40,NA,0.05,INT,REF,91_0_0,NA,19444,0.603869685393956,-13.5485530724743,-24.4802158367246,-13.5943776075229,0.286688933020898,-140,-60,749,-128,-50,0.247591267304784,0.107185763099672,0.0794993322489043,156,-13.4578508663078,0.216,726,42.3163265306122,27.5668248768186,460329.690228421
54,7,SHORT,raxml,40,NA,0.1,INT,REF,91_0_0,NA,14948,0.46423801981428,-13.3419661988944,-24.2736289631448,-13.3167691145605,0.275851894315641,-139,-63,684,-193,-137,0.303808912980614,0.129008273451379,0.0924146152060989,166,-13.1802423733453,0.213,639,39.8673469387755,26.9801904248826,460327.248282245
55,7,SHORT,raxml,40,1,0.01,INT,REF,91_0_0,NA,30752,0.95506071617131,-13.7045962274797,-24.6362589917301,-13.7751938111156,0.271911152968274,-78,-23,773,-104,-73,0.165809185103687,0.074542632508647,0.0563286223345338,148,-13.6386670699005,0.253,703,40.5204081632653,29.7290963004595,460334.625556581
56,7,SHORT,raxml,40,1,0.02,INT,REF,91_0_0,NA,24833,0.771235131525824,-13.7122300950618,-24.6438928593122,-13.7473363062496,0.312303751778779,-134,-54,807,-70,-46,0.193151328817119,0.0862128367733977,0.064825513202888,148,-13.6108095650344,0.222,730,36.3061224489796,27.60225904518,460332.776852284
57,7,SHORT,raxml,40,1,0.03,INT,REF,91_0_0,NA,21956,0.681884530575484,-13.6439597978287,-24.5756225620791,-13.6758173931272,0.285703747684056,-85,-61,742,-81,-57,0.212207404899942,0.0938878242770068,0.0697106636283677,162,-13.539290651912,0.215,719,34.1428571428571,27.969055065145,460332.002718684
58,7,SHORT,raxml,40,1,0.04,INT,REF,91_0_0,NA,20144,0.625609490977981,-13.4040164274552,-24.3356791917055,-13.4655379072413,0.266000040947225,-105,-25,768,-35,-31,0.228293963142519,0.100465660589594,0.0748421781364137,158,-13.3290111660261,0.251,745,34.9183673469388,29.0941144256735,460330.885230985
59,7,SHORT,raxml,40,1,0.05,INT,REF,91_0_0,NA,18622,0.578340942265288,-13.5279292902439,-24.4595920544942,-13.5187723003157,0.245311148873552,-50,-46,755,-122,-44,0.243416284043519,0.106631959743024,0.0780161082870303,168,-13.3822455591005,0.23,732,39.0510204081633,29.3719034161601,460330.399074458
60,7,SHORT,raxml,40,1,0.1,INT,REF,91_0_0,NA,14336,0.445231218360819,-13.2154867683094,-24.1471495325598,-13.199390622246,0.318214863799828,-32,-28,839,-112,-34,0.30490603420428,0.128860420412714,0.0917565582889186,160,-13.0628638810308,0.248,742,36.765306122449,28.4209161472249,460327.123956714
61,4,SHORT,raxml,40,0.25,0.01,EXT,REF,0_0_0,NA,34983,0.901368168818119,-12.9444279475358,-23.1630713710344,-12.224297464592,0.372400057326115,20,42,875,-60,-38,0.167603293503603,0.0722350319994178,0.0534454472332134,148,-12.5324131491555,0.374,796,51.1428571428571,29.8694755061134,451409.772378963
62,4,SHORT,raxml,40,0.25,0.02,EXT,REF,0_0_0,NA,28128,0.724742985236144,-12.9611578133045,-23.1798012368031,-12.2643892642977,0.259103743589334,-161,-68,652,-283,-190,0.188006472700076,0.0840766342680288,0.0623676727525989,152,-12.5725049488611,0.264,644,46.8469387755102,29.9071939216011,451408.023640748
63,4,SHORT,raxml,40,0.25,0.03,EXT,REF,0_0_0,NA,24796,0.638891036046482,-13.1468163601008,-23.3654597835995,-12.4906394188892,0.427570436189243,3,26,847,-88,-60,0.203869890265945,0.0921445781042319,0.0675711061208267,156,-12.7987551034526,0.358,774,44.3775510204082,29.2816100432366,451406.86225779
64,4,SHORT,raxml,40,0.25,0.04,EXT,REF,0_0_0,NA,22505,0.57986137950581,-13.3722548485094,-23.5908982720081,-12.8112166187863,0.339888941210343,3,13,925,-10,-1,0.219490345081258,0.0992699738869914,0.0720434149158042,154,-13.1193323033498,0.345,833,46.3265306122449,30.9974310575757,451405.755089193
65,4,SHORT,raxml,40,0.25,0.05,EXT,REF,0_0_0,NA,20809,0.536162428177579,-13.6997626136628,-23.9184060371615,-12.774940336021,0.275851894315641,-140,-51,676,-250,-161,0.205696969759298,0.10535473284024,0.0767558158060172,160,-13.0830560205845,0.281,673,43.8673469387755,31.5554291422668,451404.955230024
66,4,SHORT,raxml,40,0.25,0.1,EXT,REF,0_0_0,NA,15666,0.40364845018165,-13.164297231367,-23.3829406548656,-12.6636520700025,0.452200069610282,28,32,934,-93,4,0.284532631997076,0.128263829476932,0.0908727695231613,158,-12.9717677545659,0.364,838,48.5612244897959,31.8624836194967,451401.885278342
67,4,SHORT,raxml,40,0.5,0.01,EXT,REF,0_0_0,NA,34929,0.899976810697998,-13.109597347639,-23.3282407711376,-12.4447235342636,0.420674138831352,-9,19,831,-104,-81,0.167261217799551,0.0722511785219618,0.0540335854003328,150,-12.752839218827,0.351,753,47.8469387755102,31.5781968501289,451409.691183313
68,4,SHORT,raxml,40,0.5,0.02,EXT,REF,0_0_0,NA,28074,0.723351627116024,-13.1536107888482,-23.3722542123468,-12.4614662679549,0.402940802768204,-27,1,831,-104,-81,0.188023324431801,0.0844137334509202,0.0627845685018154,150,-12.7695819525183,0.333,753,47.3163265306122,31.8529472130966,451407.841761367
69,4,SHORT,raxml,40,0.5,0.03,EXT,REF,0_0_0,NA,24746,0.637602741490814,-13.3041296033082,-23.5227730268068,-12.5482117908665,0.465007478989223,-32,63,819,-116,-23,0.203586438271344,0.0925615924300738,0.0681188948862429,158,-12.8563274754299,0.395,811,48.6122448979592,32.3258642266725,451406.749389945
70,4,SHORT,raxml,40,0.5,0.04,EXT,REF,0_0_0,NA,22455,0.578573084950143,-13.4035483740925,-23.6221917975912,-12.6669774432948,0.432496362873451,8,36,786,-149,-56,0.222140183298921,0.0992310675626814,0.0728572864942667,158,-12.9750931278583,0.368,778,45.4081632653061,30.3273673605972,451405.859601492
71,4,SHORT,raxml,40,0.5,0.05,EXT,REF,0_0_0,NA,20759,0.534874133621911,-13.3687267957532,-23.5873702192518,-12.6558791713773,0.432496362873451,-59,36,786,-149,-56,0.235967876297367,0.105328257144005,0.0766543490352439,156,-12.9639948559407,0.368,778,45.9183673469388,30.8196193602898,451404.983831603
72,4,SHORT,raxml,40,0.5,0.1,EXT,REF,0_0_0,NA,15626,0.402617814537116,-13.8265431430903,-24.0451865665889,-12.030903858836,0.529044525883925,106,206,989,149,152,0.272552805467514,0.128480256407066,0.0909785666434798,162,-12.3390195433995,0.538,986,48.0918367346939,33.3009045215359,451401.926695173
73,4,SHORT,raxml,40,0.75,0.01,EXT,REF,0_0_0,NA,34761,0.895648140990956,-13.9077826130349,-24.1264260365335,-12.4278158807792,0.409837100126095,63,80,907,-99,-6,0.165695415246294,0.0719536825768065,0.0539679763675868,148,-12.7359315653426,0.412,828,47.5918367346939,31.4455303019852,451409.673754636
74,4,SHORT,raxml,40,0.75,0.02,EXT,REF,0_0_0,NA,27932,0.719692870577929,-13.2947695317214,-23.51341295522,-12.7408549683525,0.450229698936599,26,49,885,-55,-27,0.187449394328005,0.0843063771785637,0.0630121390927582,168,-13.0489706529159,0.381,807,44.3979591836735,31.3867592399398,451408.191623874
75,4,SHORT,raxml,40,0.75,0.03,EXT,REF,0_0_0,NA,24608,0.634047048517173,-13.2042176663994,-23.4228610898981,-12.6165857255456,0.367474130641907,15,37,881,-59,-37,0.205119572667659,0.0921785892899682,0.0675167737634701,158,-12.924701410109,0.369,797,43.2142857142857,31.012551499602,451406.998856719
76,4,SHORT,raxml,40,0.75,0.04,EXT,REF,0_0_0,NA,22320,0.575094689649842,-13.3768949866386,-23.5955384101372,-12.8421197897116,0.399985246757679,-98,-3,777,-158,-65,0.222547761635122,0.0992987740370457,0.0724783395384407,166,-13.1502354742751,0.329,769,46.9897959183673,32.6166407777997,451406.125381195
77,4,SHORT,raxml,40,0.75,0.05,EXT,REF,0_0_0,NA,20627,0.53147303599495,-13.1819251758681,-23.4005685993667,-12.6165057508125,0.292600045041947,-115,-39,669,-249,-173,0.235097203364117,0.105065633473771,0.0764524495598766,158,-12.9246214353759,0.293,661,45.8265306122449,32.5962572989771,451404.8896715
78,4,SHORT,raxml,40,0.75,0.1,EXT,REF,0_0_0,NA,15518,0.399835098296875,-13.056810959633,-23.2754543831316,-12.4788614219532,0.389148208052422,-94,1,783,-96,-59,0.288340579262158,0.129107485847563,0.0920738719047291,178,-12.7869771065167,0.333,775,44.2551020408163,33.9314989822931,451402.362252832
79,4,SHORT,raxml,40,NA,0.01,EXT,REF,0_0_0,NA,35003,0.901883486640385,-12.9247672789816,-23.1434107024802,-12.1324509330154,0.251222260894601,-180,-81,751,-184,-89,0.166982130419726,0.0724556225763901,0.0537725855068969,144,-12.4405666175788,0.251,745,45.9081632653061,31.9335930590936,451409.704371812
80,4,SHORT,raxml,40,NA,0.02,EXT,REF,0_0_0,NA,28148,0.725258303058411,-13.3796155734507,-23.5982589969494,-13.0563071961082,0.260088928926175,-109,-77,690,-189,-157,0.196966761940962,0.0841843172131723,0.0625748839084154,158,-13.3644228806716,0.255,677,45.6836734693878,32.5537135635687,451408.03839558
81,4,SHORT,raxml,40,NA,0.03,EXT,REF,0_0_0,NA,24816,0.639406353868749,-13.3446884901616,-23.5633319136602,-12.628645443135,0.447274142926074,-50,45,801,-63,-41,0.203650126350766,0.092201589548422,0.0677965574685854,152,-12.9367611276984,0.377,793,44,30.2903475489994,451406.714888551
82,4,SHORT,raxml,40,NA,0.04,EXT,REF,0_0_0,NA,22525,0.580376697328077,-13.317602523759,-23.5362459472576,-12.6801116386461,0.436437104220817,12,13,965,30,31,0.217371529060658,0.0992747101701141,0.0723529622479922,156,-12.9882273232095,0.345,865,45.4183673469388,31.0264016171222,451405.816833748
83,4,SHORT,raxml,40,NA,0.05,EXT,REF,0_0_0,NA,20828,0.536651980108732,-13.3000937046507,-23.5187371281493,-12.6903297179538,0.29457041571563,-151,-56,684,-251,-180,0.234863480783163,0.105323789288825,0.0765948486226621,158,-12.9984454025173,0.276,654,44.6224489795918,31.782934961476,451404.954925942
84,4,SHORT,raxml,40,NA,0.1,EXT,REF,0_0_0,NA,15680,0.404009172657236,-13.1297196658003,-23.3483630892989,-12.6416702965791,0.405896358778728,-19,9,844,-156,-63,0.287242284354635,0.128709849295646,0.0921295214587687,172,-12.9497859811425,0.341,771,48.0102040816327,33.0727080614004,451402.165355425
