,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,avg_dxy,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites,std.ingroup.gamma,std.ingroup.colless,std.ingroup.sackin
11,11,3,SHORT,raxml,40,0.75,0,122775,0_0_0,EXT,REF,0.39781,2.0439968005745,0.0663175423934007,0.0521049076642332,0.202605526239678,61.2291666666667,27.5458917532591,-9.11110791732949,-9.40136191033257,0.307512489041445,0.427092495836675,0.889589700441324,1.06066017177982,76,0.209771908763505,0.454782978598311,-10.3515726760181,-0.334968961277289,-0.296529900147108,0.991272122464798,-5.61854236445923,-0.0961665222413705,-0.0169705627484773
12,12,8,SHORT,raxml,40,0.5,0,123579,25_0_0,INT,REF,0.115377,1.28680015953712,0.0851408984247894,0.0451855730508553,0.127807941663116,75.625,23.7752105836704,-9.49836524212806,-9.83978159080163,0.181212716756566,0.175362481734264,0.626007566977228,0.842871283174365,62,0.236862745098039,0.388052230645976,-15.4877438405864,-0.200432247321656,-0.392627552972559,0.992993226249689,-4.60788690647294,-0.0791959594928933,-0.0622253967444162
13,13,5,SHORT,raxml,40,0.75,0,124672,43_0_0,INT,REF,0.0965038,1.74956463780604,0.0637695680097507,0.0482206487169594,0.173398887861642,63.0625,30.9085172107983,-9.24094795699523,-9.58273497932979,0.194940952874488,0.231931024229188,0.63973580309515,0.905096679918781,58,0.211796718687475,0.385581999205418,-13.3560241993858,-0.337714608500873,-0.480488264127258,0.987133502775205,-3.43990611773142,-0.17819090885901,-0.104651803615609
14,14,8,SHORT,raxml,40,0.25,0,123662,25_0_0,INT,REF,0.115377,1.28371026208536,0.0866257044398451,0.045079854191728,0.127489549751368,74.6666666666667,23.9798970179796,-9.43532492681267,-9.77773937293553,0.216906130663162,0.229102597104441,0.634244508647981,0.86832712729708,58,0.21672268907563,0.354562836258574,-13.4304486689163,-0.16473883341506,-0.384390611301807,0.993660155402528,-4.57918485550698,-0.0254558441227157,-0.0367695526217006
15,15,5,SHORT,raxml,40,NA,0,125216,43_0_0,INT,REF,0.0965038,1.75120534332422,0.0778048792947014,0.0482514830963927,0.173587300419641,57.0833333333333,36.0630849940875,-9.3664916016263,-9.69793335194955,0.189449658427319,0.186676190233249,0.67817486422533,0.859841845922842,62,0.269559823929572,0.439976402028108,-13.8180254813046,-0.343205902948042,-0.442049202997078,0.991440810153844,-3.43537835017337,-0.223445742854949,-0.149906637611548
16,16,5,SHORT,raxml,40,0.25,0,126279,0_0_0,EXT,REF,0.384642,1.79476061953826,0.0659546358539238,0.0485085212246681,0.177895176780045,61.9791666666667,30.3374563677519,-8.56337907618936,-8.8643673099401,0.178467069532982,0.537401153701776,0.51343603081027,1.12005714139949,60,0.214105642256903,0.42037522748488,-11.7004004527379,-0.354188491842379,-0.606788036412138,0.999857478799971,-2.75726654857957,0.127279220613579,0.110308657865102
17,17,5,SHORT,raxml,40,0.75,0,125784,0_0_0,EXT,REF,0.384642,1.79462910768795,0.0658486921801462,0.0485426167204894,0.177885741276498,56.9791666666667,35.8510450207245,-8.60235624327329,-8.90420760196904,0.420084025208403,0.537401153701776,0.936265703242258,1.12005714139949,60,0.21562224889956,0.414645702255712,-9.01025910403493,-0.112571536166958,-0.18395836398015,0.995938145799188,-2.79969903501068,0.127279220613579,0.110308657865102
18,18,6,SHORT,raxml,40,NA,0,121527,28_0_0,INT,REF,0.104946,1.75893326997859,0.0700817104720145,0.0481388807959563,0.174321289632875,56.1875,35.8665708460583,-8.54688192261016,-8.88542386708711,0.323986372382951,0.424264068711929,0.730342161473433,1.03520432765711,66,0.123513405362145,0.35432537138485,-11.4652780845794,-0.0274564722358434,-0.258090839016927,0.983466860888565,-4.00705651857383,0.20081832585698,0.161220346110533
19,19,6,SHORT,raxml,40,0.75,0,121069,28_0_0,INT,REF,0.104946,1.75706096976586,0.084073682392028,0.0480531258423359,0.174155838422236,63.9791666666667,28.7250276990651,-9.15831622061575,-9.49055182013284,0.293784252923524,0.305470129472589,0.793492047615872,0.95035151391472,70,0.11109243697479,0.376463493758445,-17.6021479898294,-0.057658591695271,-0.194940952874488,0.979760459658493,-4.49929310241946,0.0820243866176395,0.0763675323681471
20,20,6,SHORT,raxml,40,0.25,0,121822,0_0_0,EXT,REF,0.385973,1.79712204801247,0.0802775252627912,0.0487541961475321,0.178123090527843,52.9583333333333,33.4606522385167,-8.92631920161821,-9.26056875941431,0.244362602899006,0.27435743110038,0.689157453119668,0.907925107043527,66,0.121000400160064,0.358886119880319,-11.7713298079692,-0.107080241719789,-0.299275547370692,0.985854171724529,-4.17033985123787,0.0509116882454314,0.0339411254969543
21,21,9,SHORT,raxml,40,0.5,0,125167,8_0_0,INT,REF,0.107213,1.77433527054751,0.0814222342475955,0.0499523895042715,0.175831003880013,69.5625,29.1867838424145,-9.41214177732939,-9.75476577861388,0.205923541768825,0.189504617357995,0.694648747566836,0.862670273047588,50,0.157062825130052,0.313440561262597,-15.3906279213184,-0.362425433513132,-0.45028614466783,0.99020608362011,-5.04748555862249,-0.257386868351903,-0.172534054609518
22,22,5,SHORT,raxml,40,0.25,0,125197,43_0_0,INT,REF,0.0965038,1.74999377369465,0.076455905527019,0.0481943942609541,0.173421220368265,61.3333333333333,32.0135166488618,-9.43183735074969,-9.77656457590317,0.140028008402801,0.183847763108502,0.562857680834788,0.857013418798096,62,0.210364145658263,0.404898507097103,-13.9787601436232,-0.39262755297256,-0.557366386387619,0.991290371109369,-3.62181288649369,-0.226274169979695,-0.152735064736294
23,23,5,SHORT,raxml,40,0.5,0,126214,0_0_0,EXT,REF,0.384642,1.79360414104392,0.0717175118929527,0.0484587187888119,0.177779177777761,64.2916666666667,27.5155339749945,-8.53782957185786,-8.83860841829789,0.211414836215994,0.545886435076015,0.612279330859306,1.12288556852424,62,0.213565426170468,0.415886760358573,-11.3004374377351,-0.321240725159367,-0.507944736363102,0.99934281891098,-2.72822530835862,0.135764501987817,0.113137084989848
24,24,6,SHORT,raxml,40,NA,0,121836,0_0_0,EXT,REF,0.385973,1.79379473291082,0.0836848163160133,0.0488286790331905,0.17777931127254,56,33.6502663515746,-9.23500276015821,-9.56479419327599,0.219651777886747,0.254558441227157,0.697394394790421,0.910753534168273,68,0.131160464185674,0.36874073329112,-15.5651015613798,-0.131791066732048,-0.291038605699939,0.985967467831998,-4.48085314033068,0.0311126983722081,0.0367695526217005
25,25,6,SHORT,raxml,40,0.25,0,121502,28_0_0,INT,REF,0.104946,1.75867309175578,0.0700785054033137,0.0481375524498268,0.174295501464132,60.6875,32.8990436710261,-8.54723521811708,-8.88578084759102,0.2278887195575,0.424264068711929,0.579331564176294,1.03520432765711,68,0.123513405362145,0.35432537138485,-13.040332283427,-0.123554125061295,-0.409101436314066,0.983264546410941,-4.00746930426399,0.20081832585698,0.161220346110533
26,26,5,SHORT,raxml,40,NA,0,126297,0_0_0,EXT,REF,0.384642,1.79516956396664,0.0717885585591299,0.0484878023792793,0.177935021276606,63.25,30.3655039442331,-8.5456846806249,-8.84642255325533,0.422829672431987,0.537401153701776,0.944502644913011,1.12005714139949,60,0.214105642256903,0.42037522748488,-7.85480305542967,-0.109825888943373,-0.175721422309397,1,-2.73492858396567,0.127279220613579,0.110308657865102
27,27,9,SHORT,raxml,40,0.75,0,124730,8_0_0,INT,REF,0.107213,1.77287417056933,0.0952375190602802,0.0498692048007747,0.175681400404315,74.9583333333333,23.7441668835297,-9.41403997490789,-9.75297663189242,0.189449658427319,0.189504617357995,0.601296741964969,0.862670273047588,54,0.157254901960784,0.320926937734971,-13.6598733022102,-0.378899316854638,-0.543638150269698,0.986748941893121,-5.05001676604905,-0.257386868351903,-0.172534054609518
28,28,10,SHORT,raxml,40,0.5,0,124989,0_0_0,EXT,REF,0.347242,1.36316869100121,0.0957976295487954,0.046321785354141,0.135349640119333,70,26.363256183479,-9.39683277131583,-9.72330967896977,0.236125661228253,0.217788888605457,0.664446628107409,0.86832712729708,72,0.139299719887955,0.346401296675521,-11.5137671884785,-0.340460255724457,-0.477742616903674,0.992740443039483,-2.90270233026474,-0.23758787847868,-0.164048773235279
