,tree.num,simulation,height,method,quality,missing,maf,int,noref,taxa_ref,avg_dxy,mean.support,sd.support,colless,ingroup.colless,sackin,ingroup.sackin,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites,std.ingroup.gamma,std.ingroup.colless,std.ingroup.sackin,ml.tree
11,11,22,SHORT,astral,40,0.5,0,INT,REF,43_0_0,0.0440077,0.921041666666667,0.173097433924382,0.238871308451837,0.288499566724111,0.744070397591354,0.916410388417766,0.0645530235887332,0.00387755102040816,0.063068303531802,0,-0.167484480638644,-0.282801664029186,0,0,0.00848528137423854,0.00282842712474618,62
12,12,19,SHORT,astral,40,0.75,0,EXT,REF,0_0_0,0.433969,0.910833333333333,0.182311789669462,0.288292958476355,0.520430590953299,0.63973580309515,1.07480230740355,0.0950650994754067,0.0107923169267707,0.05367518870446,0,-0.32947766683012,-0.532655561375361,0,0,0.0226274169979695,0.0113137084989847,59
13,13,16,SHORT,astral,40,0.75,0,EXT,REF,0_0_0,0.375392,0.9175,0.165959492622415,0.323986372382951,0.472347329832614,0.735833455920601,1.03237590053236,0.0218377703129245,0.00085234093637455,0.0179162681296904,0,-0.269073427911265,-0.406355789090481,0,0,0,0,36
14,14,22,SHORT,astral,40,0,0,INT,REF,43_0_0,0.0440077,0.926458333333333,0.16235618294923,0.238871308451837,0.288499566724111,0.744070397591354,0.916410388417766,0.056247102127566,0.00358943577430972,0.0541592923587883,0,-0.167484480638644,-0.282801664029186,0,0,0.00848528137423854,0.00282842712474618,62
15,15,22,SHORT,astral,40,0.25,0,INT,REF,43_0_0,0.0440077,0.927291666666667,0.15751716668801,0.238871308451837,0.288499566724111,0.744070397591354,0.916410388417766,0.056247102127566,0.00358943577430972,0.0541592923587883,0,-0.167484480638644,-0.282801664029186,0,0,0.00848528137423854,0.00282842712474618,62
16,16,19,SHORT,astral,40,0.75,0,INT,REF,42_0_0,0.03475,0.92375,0.155818019879438,0.274564722358433,0.509116882454314,0.615024978082891,1.06914545315406,0.0643164113822104,0.00463385354141657,0.0484016005318554,0,-0.343205902948042,-0.55736638638762,0,0,0.0113137084989848,0.00565685424949236,59
17,17,22,SHORT,astral,40,0.5,0,EXT,REF,0_0_0,0.375802,0.930208333333333,0.163947183806292,0.216906130663162,0.263043722601396,0.727596514249848,0.902268252794035,0.0744252654496267,0.0215726290516207,0.0591172536543594,0,-0.189449658427319,-0.299275547370692,0,0,-0.0169705627484771,-0.0113137084989848,62
18,18,20,SHORT,astral,40,0.75,0,EXT,REF,0_0_0,0.378283,0.928541666666667,0.153109466935419,0.334968961277289,0.545886435076015,0.653464039213071,1.11722871427475,0.02686363579406,0.00114045618247299,0.0219393557649901,0,-0.321240725159367,-0.568348975281957,0,0,0.00848528137423854,0.00282842712474607,60
19,19,22,SHORT,astral,40,0.25,0,EXT,REF,0_0_0,0.375802,0.929583333333333,0.15915947219268,0.24710825012259,0.294156420973604,0.746816044814939,0.922067242667258,0.0653286451461381,0.00380552220888355,0.0473139322559267,0,-0.159247538967891,-0.280056016805602,0,0,0.014142135623731,0.00848528137423854,62
20,20,22,SHORT,astral,40,0,0,EXT,REF,0_0_0,0.375802,0.928541666666667,0.162257866521864,0.216906130663162,0.263043722601396,0.727596514249848,0.902268252794035,0.0744252654496267,0.0215726290516207,0.0591172536543594,0,-0.189449658427319,-0.299275547370692,0,0,-0.0169705627484771,-0.0113137084989848,62
21,21,17,SHORT,astral,40,0.75,0,EXT,REF,0_0_0,0.330525,0.960625,0.106858551365813,0.285547311252771,0.39315137033972,0.587568505847047,0.958836795288958,0.0133414175184745,0.000828331332533013,0.0135058822181749,0,-0.219651777886747,-0.477742616903674,0,0,0.0113137084989848,0.00565685424949236,37
22,22,19,SHORT,astral,40,0.5,0,EXT,REF,0_0_0,0.433969,0.920833333333333,0.167710913045663,0.269073427911265,0.500631601080076,0.631498861424397,1.06631702602931,0.0705527073764279,0.00575030012004802,0.0345643196372541,0,-0.34869719739521,-0.540892503046114,0,0,0.00282842712474624,0.00282842712474607,59
23,23,16,SHORT,astral,40,0.25,0,EXT,REF,0_0_0,0.375392,0.92875,0.147988283032454,0.323986372382951,0.472347329832614,0.735833455920601,1.03237590053236,0.00792574151856515,0.000288115246098439,0.00861293900345535,0,-0.269073427911265,-0.406355789090481,0,0,0,0,36
