,simulation,height,method,quality,missing,maf,int,noref,taxa_ref,refdist,sites,std.sites,gamma,std.gamma,std.ingroup.gamma,colless,std.colless,std.ingroup.colless,sackin,std.sackin,std.ingroup.sackin,tree.height,Avg.BLs,SD.BLs,RF.Dist.ML,ingroup.gamma,ingroup.colless,ingroup.sackin,mean.support,sd.support,weighted.rf
11,8,SHORT,raxml,40,0.5,0.05,EXT,REF,0_0_0,NA,13984,0.319459039612555,-13.3535660435313,-19.0643833790633,-10.2608191556528,0.203933364726206,-265,-84,627,-325,-40,0.241300503250112,0.103929493690936,0.0750761399943891,148,-13.1042234203793,0.204,620,54.1428571428571,29.8770677151847,551230.624276749
12,8,SHORT,raxml,40,0.5,0.1,EXT,REF,0_0_0,NA,10543,0.240850733312012,-12.8920120543263,-13.6690493072162,-11.2148778823473,0.483726000389213,-151,43,880,-137,59,0.285193069146791,0.126934349825661,0.0896636594625854,150,-12.6789846323193,0.392,876,48,31.2710135534458,551227.419496242
13,8,SHORT,raxml,40,0.75,0.01,EXT,REF,0_0_0,NA,23006,0.525563119660072,-13.0647055654752,-18.8059414826849,-8.51699266366842,0.459096366968173,-121,40,819,-171,58,0.159392129133136,0.0719868549089031,0.0530637445916761,138,-12.6919777661689,0.395,815,53.3367346938776,30.9022215454545,551235.393786378
14,8,SHORT,raxml,40,0.75,0.02,EXT,REF,0_0_0,NA,18464,0.421802896696669,-13.1776968545693,-17.5357472015576,-12.1862464605617,0.465992664326064,-169,25,964,-149,47,0.181070904666564,0.0838783566155195,0.0617732281500934,144,-12.9541914768461,0.374,864,50.5918367346939,31.9973699739747,551233.636565518
15,8,SHORT,raxml,40,0.75,0.03,EXT,REF,0_0_0,NA,16383,0.37426326129666,-13.6344716533357,-9.17727297700519,8.54850307629496,0.449244513599757,-134,31,894,-166,61,0.180260863676531,0.0917834795208446,0.0668140236074852,154,-13.0745467331123,0.384,820,51.7040816326531,33.6182968050992,551232.753350854
16,8,SHORT,raxml,40,0.75,0.04,EXT,REF,0_0_0,NA,14974,0.342075204459268,-13.2685497903312,-15.496673894848,-3.79765957607852,0.321170419810353,-201,-30,875,-207,20,0.215372286004425,0.0981792325836797,0.0711419775238015,156,-12.9572968348249,0.325,791,49.2857142857143,32.8150078815782,551231.815968168
17,8,SHORT,raxml,40,0.75,0.05,EXT,REF,0_0_0,NA,13931,0.318248275231873,-13.5390666977291,-6.79346747283829,13.301817547796,0.500474151115519,-136,60,990,-124,72,0.2069153749768,0.104378213553208,0.0756911261139695,152,-13.0354365544226,0.409,889,50.3673469387755,31.9149603788174,551230.778894974
18,8,SHORT,raxml,40,0.75,0.1,EXT,REF,0_0_0,NA,10498,0.239822725818979,-13.5367130638462,10.2354092145271,16.2392297283257,0.332992643852452,-252,-99,804,-256,-15,0.245446935487188,0.126832806763539,0.0884745586701862,156,-12.8751015439454,0.266,730,48.3061224489796,33.2914057091007,551227.828144727
19,8,SHORT,raxml,40,NA,0.01,EXT,REF,0_0_0,NA,23101,0.527733357700918,-13.7487406375552,-8.80968238341772,-1.56785409712596,0.285703747684056,-182,11,726,-244,45,0.137757207612727,0.0720206779259562,0.0530265845078276,146,-12.9098246612377,0.291,697,52.6326530612245,32.8879346018147,551235.582201768
20,8,SHORT,raxml,40,NA,0.02,EXT,REF,0_0_0,NA,18559,0.423973134737515,-13.4509902370477,-18.4424512318869,-6.30677765838738,0.427570436189243,-153,-6,847,-213,34,0.183151132021483,0.0841496068240161,0.0619861431380918,138,-13.3153230987075,0.363,773,46.4489795918367,33.9499699980068,551233.33760037
21,8,SHORT,raxml,40,NA,0.03,EXT,REF,0_0_0,NA,16475,0.376364965504637,-13.6546402668819,-9.3685120883793,8.8994635718366,0.452200069610282,-131,35,816,-173,59,0.180702629145487,0.0917989792316438,0.0670308944987349,148,-13.1195879093458,0.387,813,51.2448979591837,33.8849056272985,551232.501585935
22,8,SHORT,raxml,40,NA,0.04,EXT,REF,0_0_0,NA,15063,0.344108374834377,-13.4439642140513,4.97948881215716,6.88046741906845,0.47584451769448,-61,135,1069,-45,151,0.188057388134626,0.098220213578531,0.0715846199713065,136,-12.9437302826763,0.484,968,49.3775510204082,34.7979485430772,551231.16127815
23,8,SHORT,raxml,40,NA,0.05,EXT,REF,0_0_0,NA,14017,0.320212911774112,-13.2288461925175,-14.5378975391486,-2.54494813904555,0.230533368820928,-240,-24,612,-324,20,0.229454219582921,0.104183867900573,0.0749185151135221,154,-12.8969802661719,0.219,607,53.6428571428571,31.0590558203821,551230.922389574
24,8,SHORT,raxml,40,NA,0.1,EXT,REF,0_0_0,NA,10573,0.2415360716407,-13.2563226474862,19.2617319047282,151.033191662315,0.517222301841826,-119,77,1005,-109,87,0.249865859916446,0.127105424631338,0.0902164000865885,152,-12.9713470305655,0.426,904,50.5612244897959,32.9648567406028,551227.474843198
25,8,SHORT,raxml,40,1,0.01,EXT,REF,0_0_0,NA,22384,0.511353771645269,-13.7859945167142,-20.8212819427577,-10.9877106965923,0.204918550063047,-286,-199,656,-360,-107,0.161767689230899,0.0719114844944061,0.0532261070770135,146,-13.5782362606706,0.171,617,50.6530612244898,30.9449468055826,551235.523385315
26,8,SHORT,raxml,40,1,0.02,EXT,REF,0_0_0,NA,17933,0.409672408278887,-13.8591022822697,-9.06854944243898,8.89682970213496,0.531014896557608,-105,91,913,-103,93,0.164096323260023,0.083966840393673,0.0614312694299823,142,-13.0060065292686,0.44,910,48.3163265306122,33.0115871374822,551233.649947737
27,8,SHORT,raxml,40,1,0.03,EXT,REF,0_0_0,NA,15911,0.363480604925298,-13.5076180347741,-19.6724093560091,-10.3655164767529,0.343829682557709,-233,-96,831,-247,-44,0.210410731391038,0.09186201843735,0.0670470968436293,148,-13.3017473431513,0.255,761,51.9897959183673,30.2298735628852,551232.447281922
