,tree.num,simulation,method,quality,missing,maf,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,tree,snps
26,26,4,raxml,40,0.5,0,INT,REF,1.00000050002909e-06,0.0023155706007953,0.00951539481261987,0.0252235401181274,20.375,27.7577859500909,-0.879966856344964,5.92713886057273,0.914300525453583,1.52169379311345,1.29319984230822,1.97989898732233,s4_q40_miss0.50_mac0.REF.cichlids.INT.noInv,127
27,27,4,raxml,40,0.75,0,INT,REF,1.00000050002909e-06,0.0260220957833259,0.00587161173902289,0.0176980160325689,18.6875,22.7896544744283,-2.67118442865353,-1.34330842308297,0.205923541768825,0.981464212286928,0.420084025208403,1.43966940649581,s4_q40_miss0.75_mac0.REF.cichlids.INT.noInv,80
28,28,4,raxml,40,0.25,1,INT,REF,1.00000050002909e-06,0.0129782672014128,0.00953687225121453,0.0256906565064269,29.2708333333333,27.0804472002841,-2.71916274648129,7.13205859856489,0.516181678033855,1.34633131137919,0.845659344863975,1.81019335983756,s4_q40_miss0.25_mac1.REF.cichlids.INT.noInv,137
29,29,4,raxml,40,0,1,INT,REF,1.00000050002909e-06,0.0348089345794171,0.0157081388324528,0.0735907171449147,23.8125,25.9898967686013,-2.89939279361559,-0.222296390619157,0.238871308451837,1.34633131137919,0.442049202997078,1.79887965133858,s4_q40_miss0_mac1.REF.cichlids.INT.noInv,309
30,30,4,raxml,40,0.75,1,INT,REF,1.00000050002909e-06,0.0260220957833259,0.00587161173902289,0.0176980160325689,18.6875,22.7896544744283,-2.67118442865353,-1.34330842308297,0.205923541768825,0.981464212286928,0.420084025208403,1.43966940649581,s4_q40_miss0.75_mac1.REF.cichlids.INT.noInv,80
31,31,4,raxml,40,0.5,1,INT,REF,1.00000050002909e-06,0.0023155706007953,0.00951539481261987,0.0252235401181274,20.375,27.7577859500909,-0.879966856344964,5.92713886057273,0.914300525453583,1.52169379311345,1.29319984230822,1.97989898732233,s4_q40_miss0.50_mac1.REF.cichlids.INT.noInv,127
32,32,9,raxml,40,0,0,EXT,REF,0.00851808449265824,0.00137600373194231,0.0120747390636711,0.0537967709213551,93.2083333333333,15.2761228418082,-10.703020031948,8.43879713247229,0.208669188992409,0.907925107043527,0.488725205798011,1.40572828099886,s9_q40_miss0_mac0.REF.cichlids.EXT.noInv,146902
33,33,4,raxml,40,0.25,2,INT,REF,1.00000050002909e-06,0.0129782672014128,0.00953687225121453,0.0256906565064269,29.2708333333333,27.0804472002841,-2.71916274648129,7.13205859856489,0.516181678033855,1.34633131137919,0.845659344863975,1.81019335983756,s4_q40_miss0.25_mac2.REF.cichlids.INT.noInv,137
34,34,4,raxml,40,0,2,INT,REF,1.00000050002909e-06,0.0348089345794171,0.0157081388324528,0.0735907171449147,23.8125,25.9898967686013,-2.89939279361559,-0.222296390619157,0.238871308451837,1.34633131137919,0.442049202997078,1.79887965133858,s4_q40_miss0_mac2.REF.cichlids.INT.noInv,309
35,35,4,raxml,40,0.5,2,INT,REF,1.00000050002909e-06,0.0023155706007953,0.00951539481261987,0.0252235401181274,20.375,27.7577859500909,-0.879966856344964,5.92713886057273,0.914300525453583,1.52169379311345,1.29319984230822,1.97989898732233,s4_q40_miss0.50_mac2.REF.cichlids.INT.noInv,127
36,36,4,raxml,40,0.75,2,INT,REF,1.00000050002909e-06,0.0260220957833259,0.00587161173902289,0.0176980160325689,18.6875,22.7896544744283,-2.67118442865353,-1.34330842308297,0.205923541768825,0.981464212286928,0.420084025208403,1.43966940649581,s4_q40_miss0.75_mac2.REF.cichlids.INT.noInv,80
