,tree.num,simulation,height,method,quality,missing,maf,int,noref,dxy,mean.support,sd.support,colless,ingroup.colless,sackin,ingroup.sackin
268,268,8,Cichlids,astral,40,0,4,EXT,REF,0.277349,0.987708333333333,0.0595815044603513,0.51343603081027,0.639224530192639,0.92528311434792,1.1879393923934
269,269,10,Cichlids,astral,40,0.25,4,EXT,REF,0.272004,0.98625,0.0461092596968031,0.469505675232921,0.661851947190608,0.826439814298884,1.21622366364086
270,270,10,Cichlids,astral,40,0.9,0,INT,REF,0.224374,0.964375,0.111315274897616,0.365171080736716,0.531744299452284,0.733087808697017,1.11440028715
271,271,9,Cichlids,astral,40,0.25,4,EXT,REF,0.279127,0.970208333333333,0.104443603499959,0.469505675232921,0.6307392488184,0.809965930957378,1.17945411101916
272,272,3,Cichlids,astral,40,0,4,EXT,REF,0.277487,0.984375,0.0579400368686492,0.477742616903674,0.806101730552664,0.774272517050782,1.32087546725647
273,273,10,Cichlids,astral,40,0,4,EXT,REF,0.272004,0.975416666666667,0.0906937407428378,0.422829672431987,0.661851947190608,0.730342161473433,1.21622366364086
274,274,9,Cichlids,astral,40,0,4,EXT,REF,0.279127,0.9525,0.142761518147678,0.420084025208403,0.610940258945177,0.705631336461174,1.15965512114594
275,275,6,Cichlids,astral,40,0.75,4,EXT,REF,0.278644,0.941875,0.161016138348026,0.406355789090481,0.695793072687563,0.724850867026264,1.26713535188629
276,276,9,Cichlids,astral,40,0.9,0,INT,REF,0.220617,0.957916666666667,0.0996153951473095,0.359679786289548,0.528915872327538,0.700140042014005,1.10591500577576
277,277,1,Cichlids,astral,40,0.75,5,EXT,REF,0.264785,0.952291666666667,0.155402560061792,0.472251322456505,0.514773736703807,0.818202872628131,1.07480230740355
