,simulation,height,method,quality,missing,maf,int,noref,taxa_ref,refdist,sites,std.sites,gamma,std.gamma,std.ingroup.gamma,colless,std.colless,std.ingroup.colless,sackin,std.sackin,std.ingroup.sackin,tree.height,Avg.BLs,SD.BLs,RF.Dist.ML,ingroup.gamma,ingroup.colless,ingroup.sackin,mean.support,sd.support,weighted.rf
11,5,SHORT,raxml,40,0.5,0.05,INT,REF,63_0_0,NA,22549,0.52972960274391,-13.6992652522793,-19.1522770518974,-11.9980050986806,0.417718582820827,-214,-20,850,-178,18,0.236746987752504,0.10672983373529,0.0795439607595172,160,-13.4769695862549,0.326,846,39.0510204081633,30.5753665584756,424307.096378271
12,5,SHORT,raxml,40,0.5,0.1,INT,REF,63_0_0,NA,16911,0.397279582775389,-13.456376854511,-18.1384036160104,-7.09082572063835,0.245311148873552,-214,4,648,-302,20,0.291009670737247,0.12805259428488,0.0935167631179517,160,-13.2099685481935,0.236,636,41.3775510204082,28.9683493496568,424304.108873263
13,5,SHORT,raxml,40,0.75,0.01,INT,REF,63_0_0,NA,35504,0.834073343200132,-13.448995401468,-18.7903676475932,-7.96015393618552,0.49456303909447,-129,59,1006,-111,91,0.162337531761978,0.0751988159888311,0.0571195867126588,144,-13.1482785557545,0.407,909,39.1938775510204,32.2025350104344,424311.634861171
14,5,SHORT,raxml,40,0.75,0.02,INT,REF,63_0_0,NA,29191,0.685765968943078,-13.8999660034406,-20.5321966887293,-10.0488770895553,0.277822264989324,-236,-77,821,-260,-25,0.194441519913357,0.0880848900139053,0.0669940095429604,142,-13.8317528546883,0.282,742,41.1938775510204,30.4981521033129,424309.383113613
15,5,SHORT,raxml,40,0.75,0.03,INT,REF,63_0_0,NA,26173,0.614865975990791,-13.731510607167,-20.0112212122653,-9.1030302566292,0.188170399336741,-265,-23,540,-419,7,0.213215959718694,0.0950865823135503,0.0718723004758475,152,-13.5891993568292,0.19,522,42.530612244898,30.3628245570996,424308.594372948
16,5,SHORT,raxml,40,0.75,0.04,INT,REF,63_0_0,NA,24088,0.565884370521766,-13.4119914326799,-18.413460876047,-6.90411171842729,0.399000061420837,-133,59,909,-117,81,0.222988682034999,0.101700605205694,0.076587359408326,164,-13.1450446357805,0.405,905,44.1020408163265,28.6084443578402,424307.782242468
17,5,SHORT,raxml,40,0.75,0.05,INT,REF,63_0_0,NA,22473,0.527944182112904,-13.4631128427422,-19.0360999660302,-11.4550010791801,0.531014896557608,-95,93,999,-121,77,0.242353996194866,0.106982137873676,0.0806219429991814,160,-13.1833456831806,0.443,901,44.265306122449,28.6505972375843,424306.959266063
18,5,SHORT,raxml,40,0.75,0.1,INT,REF,63_0_0,NA,16842,0.39565860878145,-13.3254949344347,-15.2942664993363,-6.78195530525181,0.199992623378839,-245,21,570,-365,57,0.27521859310972,0.127957032272633,0.0917627390311852,152,-13.1755618014922,0.2,564,38.1224489795918,31.0178748951767,424303.95191315
19,5,SHORT,raxml,40,NA,0.01,INT,REF,63_0_0,NA,35656,0.837644184462142,-14.0324701246272,-12.8098147152106,-5.78684507765523,0.255163002241968,-190,85,741,-192,111,0.141531122873074,0.0751232281512223,0.0571574415510486,154,-13.4724235466425,0.256,736,42.6836734693878,29.9957374768295,424311.830509829
20,5,SHORT,raxml,40,NA,0.02,INT,REF,63_0_0,NA,29337,0.689195855944746,-14.198957546279,-14.5618124861876,-6.7246061392567,0.386192652041897,-249,-53,918,-207,-11,0.165583838409387,0.0875618963765094,0.0659642919744038,146,-13.4897234825642,0.293,817,36.0204081632653,30.0178570880998,424309.671538151
21,5,SHORT,raxml,40,NA,0.03,INT,REF,63_0_0,NA,26314,0.61817840110884,-13.8222109880424,-20.2515316790555,-7.11813353786007,0.207874106073572,-253,-64,641,-331,-20,0.212231955324168,0.0950189687255955,0.0720601363812136,158,-13.7431948902605,0.211,617,39.3061224489796,33.6912629511359,424308.61887763
22,5,SHORT,raxml,40,NA,0.04,INT,REF,63_0_0,NA,24228,0.569173303263091,-13.6830203265103,-19.8067595172151,-8.8779315753385,0.320185234473511,-200,-24,889,-206,6,0.228801783228575,0.101356536237742,0.0759514039714857,156,-13.507940699899,0.324,804,40.530612244898,30.8856234135222,424307.926521382
23,5,SHORT,raxml,40,NA,0.05,INT,REF,63_0_0,NA,22606,0.531068668217163,-13.6191777871097,-19.6188539070556,-8.78877333445347,0.198022252705156,-255,-30,656,-301,10,0.245384216610935,0.106900092762421,0.0798079608722024,168,-13.4436522278361,0.2,640,39.030612244898,30.8897120569535,424307.287640878
24,5,SHORT,raxml,40,NA,0.1,INT,REF,63_0_0,NA,16964,0.398524678741748,-13.3214470199378,-17.4575908354634,-7.83242220536997,0.38225191069453,-143,40,868,-155,56,0.295432851760495,0.127911972289395,0.0932515797668017,164,-13.0744583366636,0.386,862,38.1224489795918,30.0052453511023,424304.126274074
25,5,SHORT,raxml,40,1,0.01,INT,REF,63_0_0,NA,34412,0.808419667817793,-13.9576624980786,-20.5936961079411,-8.64220350207929,0.292600045041947,-221,-63,817,-263,-19,0.164244694303329,0.0755572166059139,0.057604644136835,146,-13.8987362451729,0.297,739,40.8469387755102,31.5579493280224,424311.53649663
26,5,SHORT,raxml,40,1,0.02,INT,REF,63_0_0,NA,28251,0.66368313482275,-13.994250206915,-19.8929573750054,-10.3938527828661,0.383237096031372,-202,-41,764,-240,-11,0.186781614238126,0.0877920512836833,0.0666455979797276,166,-13.8379495614334,0.314,760,36.9183673469388,30.6357628996078,424309.913838859
27,5,SHORT,raxml,40,1,0.03,INT,REF,63_0_0,NA,25304,0.59445110061785,-13.6507227284258,-19.8136702643811,-6.16024318914382,0.452200069610282,-135,22,835,-171,62,0.214772519211638,0.0954705085135964,0.0721203000889747,150,-13.5327334875278,0.383,831,40.7755102040816,31.9611654214585,424308.36828929
28,5,SHORT,raxml,40,1,0.04,INT,REF,63_0_0,NA,23283,0.546973007259144,-13.7447530770336,-19.9799563887517,-9.70153677319005,0.213785218094621,-247,-52,633,-319,-12,0.225569462995451,0.101841961669565,0.0766555879213962,164,-13.6459680084153,0.217,629,39.1836734693878,30.1936522784657,424307.700744709
29,5,SHORT,raxml,40,1,0.05,INT,REF,63_0_0,NA,21726,0.510395376700261,-13.9756505607036,-5.81134854383036,3.93777091572283,0.572392680704954,-56,138,1067,-54,144,0.206048421123373,0.106867217629859,0.0803762697267875,156,-13.378762125607,0.484,968,37.530612244898,31.6616142373717,424306.78495176
30,5,SHORT,raxml,40,1,0.1,INT,REF,63_0_0,NA,16296,0.382831771090281,-13.4827389081254,-19.0143315399472,-3.19297758659105,0.401955617431362,-185,-29,848,-231,3,0.293563910079154,0.128738715572204,0.0946577035610355,168,-13.3305947637086,0.332,770,34.7857142857143,29.5450904742907,424303.929947599
31,5,SHORT,raxml,40,0.25,0.01,EXT,REF,0_0_0,NA,40049,0.94084619540959,-13.7166389400566,-19.442706286416,-8.02129097216108,0.462051922978698,-159,30,971,-143,64,0.168336060420341,0.0753654123284188,0.0572812421248156,142,-13.569075419034,0.376,876,47.3061224489796,32.9164541197849,424311.57979722
32,5,SHORT,raxml,40,0.25,0.02,EXT,REF,0_0_0,NA,33043,0.776258604082975,-13.6745743745556,-20.1322673335479,-9.30944554881638,0.430525992199768,-197,-9,869,-157,41,0.201495654431044,0.0872819755535597,0.0659418032967674,146,-13.579175344323,0.341,865,50.7551020408163,30.0899206415751,424309.780667432
33,5,SHORT,raxml,40,0.25,0.03,EXT,REF,0_0_0,NA,29652,0.696595954612728,-13.6365799182685,-19.9510590710124,-9.94284120164624,0.191125955347265,-258,-5,676,-264,37,0.222122631549929,0.0951613382671705,0.0718409637140994,156,-13.531533460786,0.188,670,45.3469387755102,31.0749350517493,424308.665187957
34,5,SHORT,raxml,40,0.25,0.04,EXT,REF,0_0_0,NA,27311,0.641600300702422,-13.4675288534113,-17.3925623546024,-5.34925140231727,0.437422289557659,-94,98,966,-60,138,0.226202976753081,0.101479524646944,0.0762720855385064,154,-13.1587780081777,0.444,962,44.4591836734694,30.7212839237666,424307.796840906
35,5,SHORT,raxml,40,0.25,0.05,EXT,REF,0_0_0,NA,25524,0.599619423497075,-13.6121005473612,-18.1961355143836,-8.17041020491574,0.441363030905025,-180,7,877,-146,57,0.238333765152448,0.106375762894764,0.0795757317939687,148,-13.4096177164289,0.355,873,49.6938775510204,29.8682357785145,424306.793453706
36,5,SHORT,raxml,40,0.25,0.1,EXT,REF,0_0_0,NA,19053,0.447600253717669,-13.3479117558774,-18.3836099970881,-6.37793341111761,0.179303731305166,-266,-16,671,-274,38,0.304892926199907,0.128553822668091,0.0935370625108225,160,-13.1381474317863,0.18,660,48.7142857142857,29.561049881611,424303.976110002
37,5,SHORT,raxml,40,0.5,0.01,EXT,REF,0_0_0,NA,40005,0.939812530833744,-13.8700575415208,-21.2911655625516,-11.2359132785444,0.328066717168244,-274,-103,764,-256,-33,0.176978223122646,0.0753277643824108,0.0569902869947299,138,-13.8494519566936,0.246,756,47.3877551020408,31.9318322426446,424311.510986426
38,5,SHORT,raxml,40,0.5,0.02,EXT,REF,0_0_0,NA,32999,0.77522493950713,-13.7400989009799,-18.9856554183073,-7.60206772487606,0.426585250852401,-195,-7,962,-153,51,0.193202692307257,0.087639357020617,0.0661944100844579,146,-13.5449824335676,0.34,866,46.7040816326531,30.0841463142497,424309.649731977
39,5,SHORT,raxml,40,0.5,0.03,EXT,REF,0_0_0,NA,29611,0.695632767167054,-13.7705920791993,-20.9364950519202,-10.3618949066389,0.172407433947275,-279,-95,585,-371,-33,0.224033476095307,0.0949202777059764,0.0714293248855927,142,-13.7349454156075,0.171,571,41.1326530612245,31.5988508714139,424308.459737489
40,5,SHORT,raxml,40,0.5,0.04,EXT,REF,0_0_0,NA,27272,0.640684098010196,-13.6002916134519,-19.9173905209524,-12.1684273056325,0.428555621526084,-199,-11,957,-163,35,0.237277065870456,0.10110318997404,0.0753849710148826,154,-13.4893964587403,0.339,859,47.0510204081633,30.1092075683059,424307.800480316
41,5,SHORT,raxml,40,0.5,0.05,EXT,REF,0_0_0,NA,25487,0.598750205558296,-13.701375895587,5.05240808675154,17.8029919611412,0.558600085989172,28,222,1161,40,238,0.21187395503328,0.10666729744892,0.0797290557235095,152,-13.2120751546124,0.568,1062,48.9795918367347,31.1805449493244,424306.873876237
42,5,SHORT,raxml,40,0.5,0.1,EXT,REF,0_0_0,NA,19020,0.446825005285785,-13.632169149962,-11.6765795763424,6.40440848649382,0.466977849662906,-145,33,859,-157,57,0.268931421598742,0.128830286277338,0.0933551530860446,156,-13.2404249538366,0.386,856,45.3979591836735,32.1057337577266,424303.903032857
43,5,SHORT,raxml,40,0.75,0.01,EXT,REF,0_0_0,NA,39898,0.937298846524303,-13.8517405205206,-18.477851442437,-7.40925231346915,0.314274122452462,-127,138,755,-177,138,0.166160448082049,0.0754933260620654,0.057227414548019,146,-13.032839339466,0.317,751,48.7857142857143,30.9686406067643,424311.506822918
44,5,SHORT,raxml,40,0.75,0.02,EXT,REF,0_0_0,NA,32902,0.772946178964926,-13.7760298937576,-19.0328031756071,-9.05573942032563,0.416733397483986,-205,-17,957,-157,47,0.191877472594347,0.0872287963401399,0.0655222173340915,148,-13.6336327122461,0.33,862,45.5,31.2750518141758,424309.892595809
45,5,SHORT,raxml,40,0.75,0.03,EXT,REF,0_0_0,NA,29515,0.693377499001574,-13.696998873668,-18.7946092525226,-8.73173594124311,0.185214843326216,-259,3,688,-247,57,0.212094241460042,0.0951883187911516,0.0713691557362993,158,-13.4976233140795,0.188,684,43.3061224489796,32.3618103055576,424308.732618518
46,5,SHORT,raxml,40,0.75,0.04,EXT,REF,0_0_0,NA,27176,0.638428829844715,-13.3549268136706,-20.1680310778517,-9.55444438330914,0.320185234473511,-206,-25,916,-192,13,0.237459929763268,0.101458495515337,0.0757298516411859,154,-13.1959435979075,0.323,825,44.4387755102041,30.7799192561157,424307.796593672
47,5,SHORT,raxml,40,0.75,0.05,EXT,REF,0_0_0,NA,25395,0.596588906899711,-13.5264764276548,-19.9877132095072,-8.91971108833459,0.31920004913667,-214,-26,940,-180,18,0.250191979193849,0.106333383576019,0.0793434835444142,156,-13.3918376052883,0.324,842,47.765306122449,31.399914971455,424306.993030799
48,5,SHORT,raxml,40,0.75,0.1,EXT,REF,0_0_0,NA,18935,0.444828153264266,-13.3896749928887,-16.00587259666,-2.93791802855924,0.164525951252543,-280,-6,523,-412,54,0.289831466368484,0.129087554520725,0.0933573216843846,158,-13.1037536751235,0.167,519,44.4897959183673,30.1327800059297,424303.841305038
49,5,SHORT,raxml,40,NA,0.01,EXT,REF,0_0_0,NA,40065,0.94122207343717,-13.7602618107814,-19.4217435717112,-9.23251241474986,0.435451918883975,-187,0,965,-149,54,0.167438338552519,0.0752874039600689,0.0573622381479247,158,-13.5869148086657,0.348,870,49.0612244897959,31.2927040429589,424311.92275213
50,5,SHORT,raxml,40,NA,0.02,EXT,REF,0_0_0,NA,33059,0.776634482110555,-13.8651202993151,-14.3651909162333,0.873454212715314,0.541851935262865,-75,107,948,-71,139,0.181156204140126,0.0874914173222062,0.0660798166509137,148,-13.3230550842953,0.459,945,46.8979591836735,33.5920000895888,424309.677765898
51,5,SHORT,raxml,40,NA,0.03,EXT,REF,0_0_0,NA,29668,0.696971832640308,-13.5660256166989,-18.7585058058422,-7.67821680813387,0.19408151135779,-253,48,583,-351,86,0.211954136099194,0.0947231683443271,0.070799690599225,152,-13.4042393812686,0.193,579,42.2959183673469,32.3655694567747,424308.716822957
52,5,SHORT,raxml,40,NA,0.04,EXT,REF,0_0_0,NA,27327,0.641976178730002,-13.5415316134057,-18.2256101278417,-8.24436327953581,0.465992664326064,-155,32,979,-135,68,0.224491642049765,0.101099186160288,0.0758110793931403,152,-13.1794651114991,0.38,884,47.1428571428571,28.515143381401,424307.722716452
53,5,SHORT,raxml,40,NA,0.05,EXT,REF,0_0_0,NA,25540,0.599995301524655,-13.5611935061211,-18.2873761513774,-12.3428565110327,0.426585250852401,-206,-12,981,-144,52,0.23903597850681,0.106630822343301,0.079059033960147,160,-13.2627625542089,0.334,880,46.5204081632653,31.034476868007,424307.144086677
54,5,SHORT,raxml,40,NA,0.1,EXT,REF,0_0_0,NA,19066,0.447905654615077,-13.3956368564069,424.715157412551,-446.454471371954,0.733963075946972,104,300,1239,114,310,0.25180692499572,0.12842699263949,0.0924282947061063,164,-13.0246255744455,0.646,1138,44.7040816326531,32.6291910239875,424304.480261359
55,5,SHORT,raxml,40,1,0.01,EXT,REF,0_0_0,NA,38720,0.909624826743722,-13.3960216095258,-20.4925973498425,-10.344897588605,0.432496362873451,-152,1,865,-212,27,0.170916164006234,0.0762072566345224,0.0577017852853954,144,-12.9403946063251,0.364,788,42.6530612244898,30.7105213982588,424311.448488335
56,5,SHORT,raxml,40,1,0.02,EXT,REF,0_0_0,NA,31895,0.749289355604106,-13.7433859449734,-18.8787060083803,-7.67643684731721,0.173392619284117,-271,-12,678,-257,50,0.190829798062464,0.0873772443021263,0.0661267595076626,152,-13.6020176622017,0.176,674,44.0918367346939,30.0285385683418,424309.787899153
57,5,SHORT,raxml,40,1,0.03,EXT,REF,0_0_0,NA,28611,0.672140390443301,-13.6337365997775,-18.8020064170651,-8.84101440362108,0.195066696694632,-254,8,682,-256,60,0.211509516219436,0.0955207399696891,0.0718297692303492,148,-13.2272491069944,0.193,675,43.3877551020408,28.974084635679,424308.447777729
58,5,SHORT,raxml,40,1,0.04,EXT,REF,0_0_0,NA,26335,0.618671741020039,-13.630268994448,-18.0610527124546,-11.9147904904604,0.468948220336589,-163,31,993,-131,65,0.223735575673198,0.101523577366087,0.0760908689285345,148,-13.4271361734928,0.377,893,47.6734693877551,29.2475306950311,424307.528292338
59,5,SHORT,raxml,40,1,0.05,EXT,REF,0_0_0,NA,24622,0.57842929969225,-13.6193185224488,-18.1391836463644,-8.24255447661146,0.4384074748945,-183,5,972,-143,61,0.237514363585356,0.106754409873005,0.0796211170519169,162,-13.4185911535259,0.352,876,43.5612244897959,32.6392548197136,424307.183560364
60,5,SHORT,raxml,40,1,0.1,EXT,REF,0_0_0,NA,18379,0.431766391805859,-13.5282618667713,13.5086348306059,49.5905324078581,0.273881523641957,-175,94,758,-179,124,0.256871433130842,0.128894420259222,0.093212566026458,156,-13.1628530031593,0.273,751,44.1428571428571,28.2631230353501,424303.773878361
61,6,SHORT,raxml,40,0.25,0.01,INT,REF,75_0_0,NA,46563,0.99969942246173,-13.174271274074,-19.6702590541458,-9.46753587323833,0.241370407526185,-127,166,625,-275,136,0.161990219369687,0.0757905768038045,0.0565826555338856,160,-12.6971682508049,0.235,613,49.5816326530612,31.8109504161559,400386.387388084
62,6,SHORT,raxml,40,0.25,0.02,INT,REF,75_0_0,NA,38055,0.817034158490242,-13.9774023930993,-16.2038735561735,-5.64532624928726,0.384222281368214,-130,42,784,-180,48,0.165590589762527,0.0869640057995899,0.0644961303460658,168,-13.498768010924,0.307,781,48.5204081632653,32.4873423699858,400384.761045986
63,6,SHORT,raxml,40,0.25,0.03,INT,REF,75_0_0,NA,33932,0.728514073469738,-13.3339684861286,-19.2446561286131,-9.11972014925846,0.504414892462886,-20,159,980,-80,131,0.201565247077997,0.0951019335625693,0.0706413585621341,160,-13.0724932657417,0.422,888,50.6122448979592,30.605784997625,400383.247776115
64,6,SHORT,raxml,40,0.25,0.04,INT,REF,75_0_0,NA,31111,0.667947699508341,-13.334460831946,-18.5099275667062,-9.60026970564603,0.223637071463037,-144,154,627,-272,134,0.213682778131377,0.101741432622017,0.0752129714867838,156,-13.1152366050128,0.218,616,43.7551020408163,28.6529396935509,400382.20691319
65,6,SHORT,raxml,40,0.25,0.05,INT,REF,75_0_0,NA,28946,0.621465530197308,-13.5785039573422,-19.6805691324159,-13.5836137602829,0.399000061420837,-145,49,834,-147,49,0.225869282288535,0.107238829585485,0.0787490773943143,164,-13.3714242819695,0.306,830,47.8469387755102,31.3182375117371,400381.736045789
66,6,SHORT,raxml,40,0.25,0.1,INT,REF,75_0_0,NA,21731,0.466560748867467,-13.2312940051163,38.2739590904817,-284.292393314593,0.66992602905227,128,324,1162,84,280,0.252180602616348,0.129147068869168,0.0922865613909022,160,-12.9528739245182,0.581,1061,44.2142857142857,29.9839304040385,400378.659573609
67,6,SHORT,raxml,40,0.5,0.01,INT,REF,75_0_0,NA,46523,0.998840629495244,-13.809465374385,-20.9437586528259,-11.1674956293393,0.224622256799879,-158,45,638,-276,43,0.160367595047214,0.0757077572442344,0.0567149860846352,166,-13.6747009961775,0.211,619,44.6326530612245,32.7125524490839,400386.426114374
68,6,SHORT,raxml,40,0.5,0.02,INT,REF,75_0_0,NA,38015,0.816175365523756,-13.4296209230948,-19.4105209117423,-10.3208662250446,0.391118578726105,-45,134,975,-85,126,0.18374392714307,0.0876819111322871,0.0654586654086663,168,-13.2941348962928,0.397,883,48.1734693877551,34.3496351247009,400384.671316113
69,6,SHORT,raxml,40,0.5,0.03,INT,REF,75_0_0,NA,33895,0.727719689975739,-13.8322585158397,-1.40506599587206,13.3233616723422,0.684703809104893,143,339,1177,99,295,0.180248231981905,0.0952597397577554,0.0706608536428563,164,-12.7588494411852,0.596,1076,43.0918367346939,31.4475792701513,400383.539933518
70,6,SHORT,raxml,40,0.5,0.04,INT,REF,75_0_0,NA,31075,0.667174785838504,-13.4139733814006,-18.5144952666685,-9.64156984001345,0.228562998147245,-140,117,710,-182,111,0.213839717201542,0.101552135204456,0.0748988653717915,168,-13.09443681431,0.222,706,42.5408163265306,31.1382578247029,400382.637289044
71,6,SHORT,raxml,40,0.5,0.05,INT,REF,75_0_0,NA,28911,0.620714086351633,-13.3578690538452,-18.170632946141,-8.46906717882087,0.489637112410262,-35,146,974,-85,128,0.225041215981421,0.10682065495343,0.0779789735897678,160,-13.1444933533905,0.407,883,51.0102040816327,31.5880360028069,400381.782550049
72,6,SHORT,raxml,40,0.5,0.1,INT,REF,75_0_0,NA,21700,0.46589518431844,-13.4561532980908,-9.21028086403602,18.7788096157948,0.393088949399788,-44,140,875,-96,112,0.257219178930022,0.128953804338538,0.0921618922622822,170,-13.0988783933416,0.4,872,43.6632653061224,29.5551010398422,400379.027968905
73,6,SHORT,raxml,40,0.75,0.01,INT,REF,75_0_0,NA,46403,0.996264250595788,-14.0369326428779,-17.8306473435369,-7.03318771598053,0.387177837378738,-127,45,873,-173,51,0.147070908263965,0.07572784024072,0.0564957384148742,158,-13.6799486063344,0.31,788,48.2551020408163,30.7199895378559,400386.302405965
74,6,SHORT,raxml,40,0.75,0.02,INT,REF,75_0_0,NA,37903,0.813770745217597,-13.3231817371435,-19.4501849333081,-10.3997526704092,0.47584451769448,-48,131,966,-94,117,0.183279235344996,0.0873372900369307,0.0651078514567501,166,-13.0046643801787,0.394,874,51.8163265306122,31.0720303633764,400384.603027945
75,6,SHORT,raxml,40,0.75,0.03,INT,REF,75_0_0,NA,33784,0.725336539493742,-13.3449700435145,-18.7531881307464,-9.85538202634441,0.20688892073673,-152,156,569,-330,132,0.200805619033886,0.0952064547148021,0.0704973604968896,170,-13.1329283860018,0.21,558,48.9285714285714,30.0937538472447,400383.595903878
76,6,SHORT,raxml,40,0.75,0.04,INT,REF,75_0_0,NA,30965,0.664813105180669,-13.9010058746262,-15.2605444975977,-4.42542855475562,0.22560744213672,-157,48,622,-275,52,0.193162928047854,0.101094779506933,0.0743865491458141,168,-13.4354518433658,0.213,619,46.5204081632653,30.7836579995244,400382.778137515
77,6,SHORT,raxml,40,0.75,0.05,INT,REF,75_0_0,NA,28801,0.618352405693797,-13.5246898767552,-18.1753970051025,-8.63959130469318,0.223637071463037,-144,154,625,-274,132,0.224187838558872,0.106784892187644,0.0783254483764186,162,-13.1458420247671,0.218,614,45.6734693877551,30.419667915457,400381.649046923
78,6,SHORT,raxml,40,0.75,0.1,INT,REF,75_0_0,NA,21603,0.463812611374713,-13.4420808972907,-7.95801977680246,21.3724851882326,0.390133393389263,-48,134,874,-98,112,0.256122729330778,0.128981709026602,0.0918392466652799,166,-13.0909130931807,0.397,871,45.2142857142857,30.9099957141949,400379.061132967
79,6,SHORT,raxml,40,NA,0.01,INT,REF,75_0_0,NA,46577,1,-13.5649699672782,-19.9017673699016,-9.79678627139343,0.467963034999747,-57,123,963,-97,115,0.161032175841425,0.0756131213676838,0.0566478427547382,160,-13.4399237398347,0.385,871,50.3367346938776,30.348472295507,400386.320113569
80,6,SHORT,raxml,40,NA,0.02,INT,REF,75_0_0,NA,38069,0.817334736028512,-13.2737005268258,-19.2324931517634,-10.1602277560107,0.404911173441887,-31,148,975,-85,126,0.184358667857899,0.0880682720937343,0.0659120835991562,162,-12.8944529793508,0.411,883,49.0714285714286,31.7000276431633,400384.476358442
81,6,SHORT,raxml,40,NA,0.03,INT,REF,75_0_0,NA,33946,0.728814651008008,-13.419146670829,-19.1290820982655,-9.0008790725387,0.222651886126196,-145,112,716,-183,110,0.201010442635623,0.0948817081728013,0.069688520593255,164,-13.1855098051681,0.217,705,45.4795918367347,33.3287992217488,400383.515422385
82,6,SHORT,raxml,40,NA,0.04,INT,REF,75_0_0,NA,31125,0.668248277046611,-14.1651265169581,3.22661264668085,22.292873598082,0.559585271326014,116,312,1158,80,276,0.191496121235344,0.101446734192933,0.0744161077345298,160,-12.9736846778797,0.569,1057,44.0918367346939,30.395023580305,400382.490255733
83,6,SHORT,raxml,40,NA,0.05,INT,REF,75_0_0,NA,28960,0.621766107735578,-13.7216393261863,-9.58198033615899,4.88012196236739,0.36944450131559,-77,119,985,-93,103,0.20236337064648,0.106639713798183,0.07763242639024,164,-13.1841554003459,0.376,884,46.5204081632653,31.4482817427909,400381.986158303
84,6,SHORT,raxml,40,NA,0.1,INT,REF,75_0_0,NA,21741,0.466775447109088,-13.3867584948496,-7.78169711528584,26.3665683706288,0.482740815052371,-46,136,966,-96,114,0.258151090725919,0.129272555984165,0.0928388981832156,164,-12.965146394725,0.399,873,43.969387755102,30.5470581982905,400378.821141259
