,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,avg_dxy,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites
932,932,1,LONG,raxml,40,NA,0.01,25559,0_0_0,EXT,REF,0.0547865945102047,0.105902342473436,0.0145023836945962,0.0073482567078738,96.2040816326531,10.9562947906516,-7.17671850080044,-4.68071525347327,0.408851914789253,0.316,0.915237177925822,0.828,NA,20,0.00305761188363734,0.0495673618321661,-7.13910200774411,-0.0837407536315337,-0.0778296416104842,0.206232399764389
933,933,1,LONG,raxml,40,NA,0.02,15904,0_0_0,EXT,REF,0.0466243265293901,0.173578103424332,0.0209811799211365,0.0105858811383628,91.6938775510204,19.6019187800873,-6.7698231636335,-3.2024099326972,0.392103764062946,0.336,0.708348257189091,0.836,NA,40,0.00343381276903201,0.0711774360972969,-9.57397495584976,-0.0236444480841977,-0.160585209905176,0.128327402709529
934,934,1,LONG,raxml,40,NA,0.03,11652,0_0_0,EXT,REF,0.0587152745256523,0.307270464933464,0.0259442661942662,0.0131160009625907,91.6224489795918,18.777874294308,-6.6352264661839,-2.51674081305631,0.383237096031372,0.357,0.693570477136468,0.851,NA,54,0.00402848448110117,0.0867052726262164,-9.67883810170524,-0.0325111161157719,-0.202948179389364,0.0940185422768754
935,935,1,LONG,raxml,40,NA,0.04,9579,0_0_0,EXT,REF,0.065248358977393,0.27866616638536,0.0285481004689662,0.0155335380351104,93.3571428571429,16.2399850185295,-6.84158706973219,-2.10838077378103,0.348755609241917,0.361,0.712288998536458,0.853,NA,58,0.00407697912648408,0.0973325913808807,-8.70652523809731,-0.0266000040947225,-0.195066696694632,0.0772917624845683
936,936,1,LONG,raxml,40,NA,0.05,8104,0_0_0,EXT,REF,0.0748492617620881,0.388111051329838,0.0308596149285371,0.018129216312907,89.2551020408163,22.3312970821429,-7.15842194627757,-1.92300147432673,0.42560006551556,0.355,0.793074196157467,0.845,NA,52,0.00252074187010538,0.0988737746251144,-8.75099609168161,0.0206888920736731,-0.114281499073623,0.0653901704953483
937,937,1,LONG,raxml,40,NA,0.1,4616,0_0_0,EXT,REF,0.095047055800832,0.320537264806377,0.0385369588079881,0.0282126605093569,81.8061224489796,26.9262674660814,-7.85660904450275,-0.757069261783544,0.423629694841877,0.403,0.819674200252189,0.881,NA,62,0.0123401727927895,0.141540307461115,-5.7408378687893,0.0561555641999697,-0.0768444562736427,0.0372459312693149
938,938,1,LONG,raxml,40,NA,0,122659,0_0_0,EXT,REF,0.259720141335777,0.00976654781901322,0.00343722759878531,0.018257348995601,95.4591836734694,11.4010022776503,-8.94783362409647,-8.89260140770411,0.361563018620857,0.316,0.728051963925923,0.828,NA,28,0.00305761188363734,0.049567361832166,-10.9807314481067,-0.0729037149262764,-0.179303731305166,0.989720252071684
939,939,1,LONG,raxml,40,1,0.01,24476,0_0_0,EXT,REF,0.0392309563596068,0.108802863646015,0.014794355785628,0.00717544556838213,96.8877551020408,8.66546963416547,-7.21787982431584,-4.6868356529137,0.398014876083996,0.316,0.829526053620605,0.828,NA,20,0.00305761188363734,0.0495673618321661,-7.24629882778103,-0.0837407536315337,-0.00295555601052466,0.197493807137728
940,940,1,LONG,raxml,40,1,0.02,15474,0_0_0,EXT,REF,0.0457159823558626,0.177114102752786,0.0210067502835472,0.0105675681357334,93.6938775510204,15.4128130946303,-6.79525215268398,-3.22162541830604,0.405896358778728,0.336,0.786177898799576,0.836,NA,36,0.00331576014744332,0.0640322831070144,-8.29770385110417,0.00098518533684161,-0.167481507263067,0.124857786061824
941,941,1,LONG,raxml,40,1,0.03,11320,0_0_0,EXT,REF,0.0579355236444537,0.24354800837741,0.026007431802188,0.0131312883236759,92.7040816326531,16.7265510175206,-6.59907780397146,-2.52054531241447,0.410822285462936,0.358,0.765489006725903,0.852,NA,48,0.00412253470244984,0.0913920297737053,-8.54827559364028,-0.00492592668420783,-0.152703727210444,0.0913396754698103
942,942,1,LONG,raxml,40,1,0.04,9306,0_0_0,EXT,REF,0.0642036224620698,0.343367805769881,0.0285794867899511,0.0155106863425727,93.2551020408163,14.1416335139576,-6.82455960695927,-2.12964969722795,0.421659324168193,0.363,0.804896420199565,0.853,NA,46,0.00393541394955822,0.0901038114625228,-10.0240557640205,-0.020688892073673,-0.102459275031524,0.075088959357072
943,943,1,LONG,raxml,40,1,0.05,7856,0_0_0,EXT,REF,0.0733325917661024,0.308355994266709,0.0309068734244208,0.0181639217392678,89.5,21.9963680225979,-7.15438599450939,-1.95430608998249,0.424614880178718,0.355,0.748740855999596,0.845,NA,52,0.00254327473563683,0.0962118802837472,-8.44561361897118,0.00886666803157415,-0.158614839231493,0.0633890892659744
944,944,1,LONG,raxml,40,1,0.1,4467,0_0_0,EXT,REF,0.0936417720070438,0.563460123942929,0.0385439544866178,0.0283811203582294,82.9081632653061,26.8036336722267,-7.8553940112795,-0.807610721212362,0.468948220336589,0.399,0.912281621915297,0.879,NA,64,0.0123433567846581,0.141049232911751,-5.99275641267418,0.0640370468947023,-0.080785197621009,0.0360436687565055
945,945,1,LONG,raxml,40,1,0,121576,0_0_0,EXT,REF,0.257019826063264,0.00955642109457951,0.00339202948590552,0.0180682132526403,95.6224489795918,11.4788153651887,-9.10102572907448,-9.06336784220568,0.372400057326115,0.316,0.73888900263118,0.828,NA,28,0.00305761188363734,0.049567361832166,-11.0485814719332,-0.0325111161157719,-0.20688892073673,0.980981659445023
946,946,5,LONG,raxml,40,0.25,0.01,24250,49_0_0,INT,REF,0.0464911242420352,0.0868423647910871,0.0164969985741445,0.00762291967701209,94.0204081632653,13.2189956976453,-9.62332778843006,-5.84692325184485,0.365503759968224,0.339,0.859081613725852,0.825,NA,48,0.0401334827360287,0.114557705378927,-10.8449272264106,-0.0660074175683854,-0.0660074175683854,0.198651626485791
947,947,5,LONG,raxml,40,0.25,0.02,15388,49_0_0,INT,REF,0.0354056146017216,0.16063168648925,0.0228290700135627,0.0106299971708159,90.9795918367347,19.2525160181095,-9.31606442818451,-4.38306771532697,0.31920004913667,0.386,0.692585291799626,0.858,NA,56,0.0399713440731828,0.119414661643906,-10.5122811039706,-0.136940761820979,-0.291614859705106,0.126055720757252
948,948,5,LONG,raxml,40,0.25,0.03,11454,49_0_0,INT,REF,0.0383638085798916,0.232590229623316,0.0275180385469168,0.0135702224043267,93.2959183673469,15.8336775258708,-9.86220655394083,-3.92267529819686,0.407866729452411,0.386,0.922133475283713,0.862,NA,58,0.0405427481523663,0.135597077231101,-9.31096136242595,-0.0827555682946922,-0.0354666721262966,0.0938291022584847
949,949,5,LONG,raxml,40,0.25,0.04,9439,49_0_0,INT,REF,0.040896406843745,0.254269224504244,0.0302376487123967,0.016060555888997,87.6428571428571,22.0300872051847,-10.2103374051865,-3.50577906098443,0.384222281368214,0.391,0.768444562736427,0.865,NA,62,0.0409128259764752,0.136700681705621,-8.4077356591966,-0.10640001637889,-0.221666700789354,0.077322585665954
950,950,5,LONG,raxml,40,0.25,0.05,7974,49_0_0,INT,REF,0.0454754524065067,0.289333098662443,0.0326612679071352,0.018110370388307,86.5714285714286,21.1703936432535,-10.5603359340348,-3.21205608663438,0.51328156049446,0.401,0.81376308823114,0.871,NA,66,0.0413453590256985,0.147082061696825,-9.77400404249836,-0.0433481548210292,-0.14383705917887,0.0653215698803175
951,951,5,LONG,raxml,40,0.25,0.1,4709,49_0_0,INT,REF,0.0362024371345273,0.27930198829615,0.0411513410729472,0.0270068006171213,81.2959183673469,24.8576189584185,-12.4502005944827,-2.8980128685027,0.378311169347164,0.436,0.709333442525933,0.894,NA,76,0.046170821163749,0.184320041280737,-9.596201738444,-0.140881503168345,-0.274866708978799,0.0385752787266636
952,952,5,LONG,raxml,40,0.25,0,118612,49_0_0,INT,REF,0.316383522788644,0.0134995184427112,0.00394954649576495,0.0222447986302343,93.2142857142857,15.6167039832024,-8.79080749077746,-8.37690071295919,0.479785259041846,0.367,0.85809642838901,0.851,NA,54,0.0400864576253544,0.115565357064977,-9.24650087118314,-0.0236444480841977,-0.163540765915701,0.971648112195162
953,953,5,LONG,raxml,40,0.5,0.01,24230,49_0_0,INT,REF,0.0463450069143874,0.103803551913258,0.0164760286413725,0.00761304678545483,93.0714285714286,16.9992419479259,-9.5848653817495,-5.77999291191729,0.341859311884026,0.349,0.728051963925923,0.835,NA,50,0.0367706974779111,0.109893438882197,-10.3202679895628,-0.183244472652533,-0.223637071463037,0.198487790092813
954,954,5,LONG,raxml,40,0.5,0.02,15368,49_0_0,INT,REF,0.0351281036839366,0.15991993438857,0.0228291946983708,0.0106232639364356,93.0714285714286,15.550549431736,-9.311553784494,-4.36954442884758,0.348755609241917,0.387,0.699481589157517,0.859,NA,58,0.0400644146047258,0.122266762271647,-10.0838059747482,-0.141866688505187,-0.264029670273542,0.125891884364274
955,955,5,LONG,raxml,40,0.5,0.03,11439,49_0_0,INT,REF,0.0384218448509464,0.179472785566503,0.0275243334269646,0.0135284670083471,92.969387755102,17.0671530438838,-9.83029077406293,-3.90220988794517,0.473874147020797,0.389,0.929029772641604,0.863,NA,56,0.0405427481523663,0.136452228933674,-7.36375295979406,-0.0492592668420787,-0.0285703747684056,0.0937062249637512
956,956,5,LONG,raxml,40,0.5,0.04,9424,49_0_0,INT,REF,0.0413841037068249,0.240125798527345,0.0302058979788409,0.0158160070756964,89.7142857142857,18.2129443036041,-10.0474664704732,-3.37807006078193,0.361563018620857,0.4,0.677807511747002,0.87,NA,66,0.0410296539858067,0.141953996365219,-10.6648318192901,-0.157629653894652,-0.279792635663007,0.0771997083712205
957,957,5,LONG,raxml,40,0.5,0.05,7959,49_0_0,INT,REF,0.0455784542844078,0.306956336190427,0.0326902030108128,0.0181285740305204,86.7857142857143,20.2037303894475,-10.6022815583965,-3.25439899652013,0.446288957589233,0.396,0.868933467094268,0.868,NA,64,0.041185179742464,0.143217000662597,-8.88453023201066,-0.0443333401578708,-0.0886666803157415,0.065198692585584
958,958,5,LONG,raxml,40,0.5,0.1,4699,49_0_0,INT,REF,0.0369966166262775,0.308460296064583,0.0412152545223036,0.0268939349891785,78.1326530612245,28.7845311246155,-12.3966562602171,-2.904440946899,0.424614880178718,0.438,0.764503821389061,0.894,NA,78,0.046566615845258,0.186760150713283,-9.77096626238836,-0.094577792336791,-0.160585209905176,0.0384933605301746
959,959,5,LONG,raxml,40,0.5,0,118592,49_0_0,INT,REF,0.316357741588648,0.011106551364423,0.0039485414132705,0.0222430359533591,93.9795918367347,13.8131713565158,-9.57638632578363,-9.21953238419776,0.30048152773668,0.367,0.685688994441735,0.851,NA,54,0.0400864576253544,0.115565357064977,-10.8443908100327,-0.161570395242018,-0.266000040947225,0.971484275802184
960,960,5,LONG,raxml,40,0.75,0.01,24160,49_0_0,INT,REF,0.046063900150561,0.0868117546539754,0.0164852920069274,0.00761490800770689,93.9489795918367,13.5808935291875,-9.62121236310973,-5.8635611956168,0.392103764062946,0.339,0.859081613725852,0.825,NA,48,0.0401334827360287,0.114557705378927,-10.8268193204181,-0.0985185336841573,-0.0985185336841573,0.19791436271739
961,961,5,LONG,raxml,40,0.75,0.02,15317,49_0_0,INT,REF,0.0352307915967224,0.207066453399707,0.02279405379987,0.01055980302478,91.1632653061225,19.6519686994443,-9.32920789190505,-4.38440085774587,0.49456303909447,0.387,0.867948281757426,0.859,NA,56,0.0399933870938114,0.117055459439858,-9.0277233890246,-0.0620666762210191,-0.0896518656525831,0.12547410156218
962,962,5,LONG,raxml,40,0.75,0.03,11391,49_0_0,INT,REF,0.0385527402100355,0.206336450486953,0.0275188957012941,0.0135397177021547,94.2448979591837,14.5347512644482,-9.8294753988302,-3.91152485910843,0.500474151115519,0.389,0.862037169736377,0.863,NA,60,0.0405425032299148,0.136701026704617,-10.2711670751899,-0.00295555601052472,-0.146792615189394,0.0933130176206041
963,963,5,LONG,raxml,40,0.75,0.04,9379,49_0_0,INT,REF,0.0413578015384872,0.329255604889702,0.0302491835085804,0.0160049535841282,88.7959183673469,21.2486308515498,-10.0842142030724,-3.43875654111753,0.498503780441836,0.398,0.902429768546881,0.868,NA,58,0.0408182859102237,0.133933522113353,-8.6228354597803,0.0078814826947326,-0.055170378863128,0.0768310764870201
964,964,5,LONG,raxml,40,0.75,0.05,7916,49_0_0,INT,REF,0.0447256827551021,0.309207478299983,0.0326754544067503,0.0181837578762505,84.8163265306122,23.6051483720284,-10.5837015753575,-3.26986985602234,0.479785259041846,0.395,0.900459397873198,0.867,NA,60,0.0411861594322698,0.143349907739725,-8.19132358781282,-0.0108370387052573,-0.0817703829578506,0.0648464443406814
965,965,5,LONG,raxml,40,0.75,0.1,4671,49_0_0,INT,REF,0.0374653729116663,0.281405836393967,0.0411458512305782,0.0268438330853637,80.5816326530612,25.6345946460596,-12.5074662048455,-2.94063525675695,0.385207466705055,0.427,0.786177898799576,0.889,NA,70,0.0453944169927197,0.169195022753244,-8.89257120122497,-0.0768444562736427,-0.171422248610434,0.0382639895800054
966,966,5,LONG,raxml,40,0.75,0,118522,49_0_0,INT,REF,0.315675944141104,0.0135275984101405,0.00393767742246636,0.0221952779708721,93.0612244897959,15.2490096528392,-9.51510686835864,-9.15854297309719,0.474859332357638,0.367,0.814748273567981,0.851,NA,54,0.0400864576253544,0.115565357064977,-9.02057041128429,-0.0157629653894651,-0.0975333483473158,0.970910848426761
967,967,5,LONG,raxml,40,NA,0.01,24255,49_0_0,INT,REF,0.0466196367538976,0.136521226870869,0.0165090879840952,0.00763647759056462,93.0918367346939,17.2142872420388,-9.63623734664882,-5.86928334846997,0.439392660231342,0.339,0.830511238957446,0.823,NA,54,0.0410401856512182,0.115298900095123,-9.7884515078511,-0.104429645705207,-0.127088908452563,0.198692585584036
968,968,5,LONG,raxml,40,NA,0.02,15393,49_0_0,INT,REF,0.0354650220695326,0.154723869028194,0.0228379013146206,0.0106329627609814,93.3673469387755,13.9538176094713,-9.33195691582218,-4.38447750375283,0.434466733547134,0.384,0.883711247146891,0.858,NA,56,0.0401114397154001,0.122164426950833,-9.57741390138585,-0.0827555682946922,-0.0413777841473461,0.126096679855496
969,969,5,LONG,raxml,40,NA,0.03,11458,49_0_0,INT,REF,0.0385113411784462,0.196876262918838,0.0275236642526396,0.013571238812028,93.265306122449,16.1440366063311,-9.86782472221653,-3.92553274230171,0.373385242662956,0.386,0.765489006725903,0.862,NA,60,0.0405425032299148,0.13584608868135,-8.44766823298415,-0.117237055084147,-0.192111140684107,0.0938618695370803
970,970,5,LONG,raxml,40,NA,0.04,9443,49_0_0,INT,REF,0.0411922706438669,0.242475613582082,0.0302016195625505,0.0159245484842181,87.9387755102041,20.7820384018183,-10.0837847408538,-3.41577241683845,0.474859332357638,0.398,0.887651988494258,0.868,NA,60,0.040724235688875,0.128992447320011,-9.74891269100391,-0.0157629653894651,-0.133985205810454,0.0773553529445496
971,971,5,LONG,raxml,40,NA,0.05,7976,49_0_0,INT,REF,0.0442682459725184,0.285062476138927,0.0326953897340781,0.0182435714103411,85.8775510204082,21.3899799772044,-10.6310611817202,-3.28816291398093,0.487666741736579,0.392,0.885681617820575,0.866,NA,64,0.0411386444766926,0.141045769928216,-9.4789735196602,-0.0689629735789101,-0.0719185295894348,0.0653379535196153
972,972,5,LONG,raxml,40,NA,0.1,4710,49_0_0,INT,REF,0.0370754219905569,0.307867286802554,0.0412357964679559,0.0269349980010144,81.0612244897959,25.5681084885262,-12.4197337897346,-2.9006916594984,0.417718582820827,0.431,0.794059381494308,0.891,NA,74,0.0460645248198289,0.176911835525293,-9.48874862668543,-0.066992602905227,-0.163540765915701,0.0385834705463125
973,973,5,LONG,raxml,40,NA,0,118617,49_0_0,INT,REF,0.31643680338832,0.0112782043553979,0.0039501168894868,0.0222485139707717,93.4081632653061,16.01084473627,-9.39648667995341,-9.04075172814829,0.323140790484036,0.366,0.715244554546982,0.85,NA,50,0.0399468518280399,0.110724095349587,-10.1370963532276,-0.138911132494662,-0.209844476747255,0.971689071293406
974,974,5,LONG,raxml,40,1,0.01,23310,49_0_0,INT,REF,0.0345686789139319,0.10277214516655,0.016747639793272,0.00754682359522565,94.2755102040816,14.1623725458964,-9.67511330836056,-5.81137766127791,0.448259328262916,0.348,0.777311230768001,0.834,NA,52,0.0366550940808367,0.106342295737881,-9.6101987068755,-0.0295555601052472,-0.129059279126246,0.190951316015827
975,975,5,LONG,raxml,40,1,0.02,14961,49_0_0,INT,REF,0.0348509585056521,0.13901647936099,0.0228774961589453,0.0106901551453687,89.8673469387755,21.6693225861426,-9.39049036515015,-4.49282261828815,0.283733377010373,0.375,0.604903796820726,0.853,NA,62,0.0410651677412639,0.12723236915224,-11.966482344132,-0.200977808715681,-0.385207466705055,0.122557813767172
976,976,5,LONG,raxml,40,1,0.03,11125,49_0_0,INT,REF,0.0384277622953682,0.232761379717428,0.0275823511508595,0.013587101365703,93,16.6751868256432,-9.90444227863745,-3.96249373250222,0.434466733547134,0.386,0.889622359167941,0.862,NA,58,0.0405427481523663,0.135597077231101,-10.3478156552755,-0.0236444480841977,-0.0926074216631079,0.091133993593997
977,977,5,LONG,raxml,40,1,0.04,9157,49_0_0,INT,REF,0.0402648123250903,0.227127838780237,0.030333120948031,0.0159939932936181,88.765306122449,21.5587430636075,-10.2241923003395,-3.50852137006448,0.331022273178769,0.398,0.708348257189091,0.868,NA,62,0.0402348806309202,0.13319420930512,-9.05009352547834,-0.159600024568335,-0.28176300633669,0.0750124925249646
978,978,5,LONG,raxml,40,1,0.05,7716,49_0_0,INT,REF,0.044798962285013,0.443334278083871,0.0327867998420127,0.0181373180340983,86.9795918367347,21.4855403746918,-10.6176915283109,-3.24269208962706,0.501459336452361,0.402,0.878785320462683,0.872,NA,66,0.0406914160803835,0.142268262063891,-9.26794957208501,0.0236444480841977,-0.0788148269473259,0.0632080804109017
979,979,5,LONG,raxml,40,1,0.1,4558,49_0_0,INT,REF,0.0347209497988211,0.366913030056183,0.0413351785797931,0.0272101642074836,79.9795918367347,25.9483943018059,-12.5674421755301,-2.86452521670107,0.342844497220868,0.417,0.681748253094369,0.885,NA,66,0.0388437211068046,0.147257090512748,-7.45768848048856,-0.182259287315691,-0.275851894315641,0.0373383139596799
980,980,5,LONG,raxml,40,1,0,117672,49_0_0,INT,REF,0.313497266186663,0.0109991087204412,0.00389531916422419,0.0220429076742668,93.5714285714286,15.3354249283141,-9.5214167503883,-9.17213340092222,0.328066717168244,0.366,0.684703809104893,0.85,NA,52,0.0399468518280399,0.110724095349587,-12.3686279943055,-0.15664446855781,-0.299496342399838,0.963947801725197
981,981,10,LONG,raxml,40,0.25,0.01,21736,47_0_0,INT,REF,0.0628339723028411,0.120412433394566,0.0201226817961816,0.00946958237463814,93.3571428571429,15.7029447629037,-7.71107701424487,-6.070570653264,0.249251890220918,0.345,0.60096305547336,0.841,NA,30,0.0057277564491143,0.0536105759023128,-9.94479467628581,-0.18127410197885,-0.343829682557709,0.178950141605743
982,982,10,LONG,raxml,40,0.25,0.02,12729,47_0_0,INT,REF,0.0470462324359851,0.168648720764036,0.0273127678170447,0.0126013390903993,92.6734693877551,16.8368615670168,-7.20226578134389,-4.92447650981451,0.290629674368264,0.372,0.621651947547033,0.854,NA,30,0.00603488920320604,0.059478804887415,-8.81546578969566,-0.13792594715782,-0.299496342399838,0.104796482908516
983,983,10,LONG,raxml,40,0.25,0.03,9270,47_0_0,INT,REF,0.0557185163545955,0.253570624422989,0.0352975462402388,0.0162140574646014,91.7040816326531,15.0018618663546,-8.15976863462139,-4.99644216773925,0.291614859705106,0.361,0.630518615578607,0.849,NA,38,0.00629009839759486,0.0670797575843384,-10.0085451967806,-0.164525951252543,-0.301466713073521,0.0763189093064612
984,984,10,LONG,raxml,40,0.25,0.04,7573,47_0_0,INT,REF,0.061248486684815,0.301460804413477,0.0405416844746948,0.0191265828775389,90.6734693877551,17.9614567350604,-8.36432578465065,-4.87411283248551,0.30048152773668,0.37,0.635444542262815,0.854,NA,50,0.00707678931158422,0.101762655968225,-8.73346043690701,-0.140881503168345,-0.29457041571563,0.0623476914970691
985,985,10,LONG,raxml,40,0.25,0.05,6583,47_0_0,INT,REF,0.063178088494677,0.266742544522052,0.0436770306724467,0.0211640725611167,87.9183673469388,21.9576318692833,-8.35662320356014,-4.480518827798,0.302451898410363,0.385,0.650222322315438,0.869,NA,50,0.00627393351580056,0.09354379614704,-8.31408826359222,-0.128074093789405,-0.279792635663007,0.0541971283672529
986,986,10,LONG,raxml,40,0.25,0.1,4015,47_0_0,INT,REF,0.0889992294016459,0.269051390492037,0.0535580471783424,0.0291626862791155,85.4489795918367,21.7246700229906,-7.99651997261361,-3.79209788878578,0.308363010431412,0.398,0.612785279515459,0.878,NA,50,0.00680002694146966,0.101614895195674,-9.81218045834043,-0.147777800526236,-0.306392639757729,0.0330550615820325
987,987,10,LONG,raxml,40,0.25,0,119608,47_0_0,INT,REF,0.289535683809178,0.0101043896247181,0.00397380199695592,0.0203488894849366,93.8775510204082,15.4641356320968,-10.1149840781879,-10.2082134912203,0.360577833284016,0.274,0.731007519936447,0.774,NA,26,0.00644195031748073,0.0556431144343377,-11.1166919082163,-0.163540765915701,-0.120192611094672,0.984719752354607
988,988,10,LONG,raxml,40,0.5,0.01,21717,47_0_0,INT,REF,0.0626336632256368,0.0979804240984457,0.0201229817162755,0.00946839710194033,93.2755102040816,15.2739793640458,-7.70953807902584,-6.07242950114731,0.278807450326165,0.345,0.608844538168092,0.841,NA,28,0.0057277564491143,0.0536105759023128,-9.65988969176057,-0.164525951252543,-0.310333381105096,0.178793716656787
989,989,10,LONG,raxml,40,0.5,0.02,12710,47_0_0,INT,REF,0.0468427111363279,0.168776497923984,0.027322345027082,0.0125875808589466,93.030612244898,15.5015490291036,-7.23547643721992,-4.96544557674037,0.28176300633669,0.365,0.631503800915449,0.849,NA,32,0.00603488920320604,0.061197480465507,-8.59293047690117,-0.146792615189394,-0.302451898410363,0.10464005795956
990,990,10,LONG,raxml,40,0.5,0.03,9259,47_0_0,INT,REF,0.0555723008599013,0.253810121877467,0.0353018117245031,0.0162190801076425,91.8775510204082,14.7684990101511,-8.15464588882329,-4.99728028625881,0.291614859705106,0.361,0.63248898625229,0.849,NA,38,0.00629009839759486,0.0670797575843388,-9.05936909776697,-0.151718541873602,-0.312303751778779,0.0762283474939077
991,991,10,LONG,raxml,40,0.5,0.04,7563,47_0_0,INT,REF,0.0611391083911498,0.301797337336443,0.0405503997889399,0.0191341906535984,91.8163265306122,16.2958137302005,-8.36150321041583,-4.87408414108479,0.30048152773668,0.37,0.624607503557558,0.854,NA,50,0.00707678931158422,0.101762655968225,-9.13799016088399,-0.140881503168345,-0.307377825094571,0.0622653625765659
992,992,10,LONG,raxml,40,0.5,0.05,6574,47_0_0,INT,REF,0.0630902873402288,0.270480640410525,0.0437037215835213,0.0211925954739283,87.3469387755102,22.008949464063,-8.31650212578671,-4.51111877326418,0.322155605147194,0.389,0.647266766304914,0.869,NA,44,0.00613947108996614,0.0958029866338532,-8.91827584330549,-0.121177796431514,-0.284718562347215,0.0541230323388
993,993,10,LONG,raxml,40,0.5,0.1,4009,47_0_0,INT,REF,0.0889577763482597,0.269617808314351,0.053622666582184,0.0292397593321515,83.9489795918367,23.3168990745594,-7.96374175474103,-3.74664140093952,0.315259307789304,0.403,0.615740835525983,0.881,NA,52,0.00698420862494413,0.108284095235392,-8.24690679770821,-0.130044464463088,-0.303437083747205,0.0330056642297306
994,994,10,LONG,raxml,40,0.5,0,119589,47_0_0,INT,REF,0.289454680259836,0.0117577692179576,0.00397246454827346,0.0203432280631931,93.3775510204082,16.565717491329,-10.1972141068729,-10.289381705198,0.370429686652432,0.274,0.77041493341011,0.774,NA,22,0.00644195031748073,0.0556431144343381,-15.3414988226323,-0.0729037149262765,-0.161570395242018,0.984563327405651
995,995,10,LONG,raxml,40,0.75,0.01,21658,47_0_0,INT,REF,0.061987240619017,0.106409462413747,0.0201396957213324,0.00946443556204458,93.3979591836735,15.6756688447503,-7.7158625241976,-6.07285529943481,0.262059299599859,0.345,0.6137704648523,0.841,NA,30,0.0057277564491143,0.0536105759023128,-9.95397175928363,-0.166496321926226,-0.331022273178769,0.178307976025818
996,996,10,LONG,raxml,40,0.75,0.02,12680,47_0_0,INT,REF,0.046813230907408,0.167593520626127,0.0273352680992644,0.0125905893148662,91.6428571428571,19.2199692115998,-7.0970775199875,-4.9675660670297,0.28176300633669,0.365,0.608844538168092,0.849,NA,34,0.00605889160344606,0.0647072752161043,-9.65995014371916,-0.161570395242018,-0.312303751778779,0.10439307119805
997,997,10,LONG,raxml,40,0.75,0.03,9229,47_0_0,INT,REF,0.0553869929449723,0.211015229817092,0.0353203994322582,0.0161996103237481,91.4183673469388,16.9784116832625,-8.17700140539085,-5.00072927052094,0.450229698936599,0.361,0.927059401967921,0.849,NA,30,0.00629009839759486,0.0670797575843388,-8.56338693008519,0.00689629735789099,-0.0177333360631483,0.0759813607323981
998,998,10,LONG,raxml,40,0.75,0.04,7535,47_0_0,INT,REF,0.0609204292755155,0.302826683926943,0.0405820269390502,0.0191456785963422,90.265306122449,19.5229450100154,-8.37063569850637,-4.87656573507244,0.302451898410363,0.37,0.635444542262815,0.854,NA,50,0.00707678931158422,0.101762655968225,-8.96205026758567,-0.142851873842028,-0.29457041571563,0.062034841599157
999,999,10,LONG,raxml,40,0.75,0.05,6549,47_0_0,INT,REF,0.062805362638639,0.258246533187705,0.0437057422405572,0.0212215337091732,88.469387755102,20.7757809443615,-8.26688791533278,-4.48919967175226,0.314274122452462,0.383,0.637414912936498,0.867,NA,52,0.00632879614492061,0.102853662394883,-8.05193369356458,-0.131029649799929,-0.305407454420888,0.053917210037542
1000,1000,10,LONG,raxml,40,0.75,0.1,3990,47_0_0,INT,REF,0.0886655980377567,0.270661965309357,0.053628196130111,0.0292239789265626,84.5,23.3843943027656,-7.97703158287554,-3.75089526410291,0.327081531831402,0.403,0.646281580968072,0.881,NA,52,0.00698420862494413,0.108284095235392,-7.07413384924887,-0.118222240420989,-0.298511157062997,0.0328492392807746
1001,1001,10,LONG,raxml,40,0.75,0,119530,47_0_0,INT,REF,0.289091775833593,0.0100451951632225,0.00396626253997948,0.0203178111629535,93.5918367346939,15.526390393568,-10.1214940048398,-10.204880385004,0.357622277273491,0.274,0.772385304083794,0.774,NA,20,0.00644195031748073,0.0556431144343377,-13.3626006991683,-0.155659283220969,-0.0916222363262663,0.984077586774682
1002,1002,10,LONG,raxml,40,NA,0.01,21743,47_0_0,INT,REF,0.0628211300582483,0.106002436133405,0.0201222582674407,0.0094683081608734,93.4489795918367,15.0854080167063,-7.71181301163164,-6.06918118698506,0.274866708978799,0.345,0.60096305547336,0.841,NA,30,0.0057277564491143,0.0536105759023128,-9.77664196946474,-0.166496321926226,-0.331022273178769,0.179007771850096
1003,1003,10,LONG,raxml,40,NA,0.02,12736,47_0_0,INT,REF,0.0472428604106266,0.167094521998209,0.0273269770388393,0.0125864377745614,91.7448979591837,19.2124912247643,-7.09702552241085,-4.96390080630481,0.29457041571563,0.365,0.61968157687335,0.849,NA,34,0.00605889160344606,0.0647072752161043,-8.53216073653467,-0.148762985863078,-0.310333381105096,0.104854113152868
1004,1004,10,LONG,raxml,40,NA,0.03,9277,47_0_0,INT,REF,0.0556916656871943,0.253766680314497,0.0352992406975955,0.0162190792075395,91.0102040816327,15.9156895280662,-8.16200773188076,-4.99485961281657,0.291614859705106,0.361,0.63248898625229,0.849,NA,38,0.00629009839759486,0.0670797575843384,-8.91200240184324,-0.164525951252543,-0.301466713073521,0.0763765395508134
