,tree.num,simulation,height,method,quality,missing,maf,int,noref,dxy,snps,mean.support,sd.support,colless,ingroup.colless,sackin,ingroup.sackin
147,49,3,Cichlids,astral,40,0,3,EXT,REF,0.277487,102402,0.9925,0.0230171074212759,0.538146855822529,0.837214428924872,0.834676755969637,1.34633131137919
148,919,3,Cichlids,astral,40,0,3,INT,REF,0.229259,154069,0.987916666666667,0.0475331164886184,0.455777439114999,0.791959594928933,0.74132475036777,1.31239018588223
149,272,3,Cichlids,astral,40,0,4,EXT,REF,0.277487,89354,0.984375,0.0579400368686492,0.477742616903674,0.806101730552664,0.774272517050782,1.32087546725647
150,452,3,Cichlids,astral,40,0,4,INT,REF,0.229259,134118,0.975625,0.101518392631844,0.573840269729126,0.786302740679441,0.936265703242258,1.30673333163274
151,740,3,Cichlids,astral,40,0,5,EXT,REF,0.277487,68598,0.977708333333333,0.128497695704703,0.499707794692349,0.834386001800126,0.77976381149795,1.34350288425444
152,60,3,Cichlids,astral,40,0,5,INT,REF,0.229259,103155,0.972916666666667,0.092252159827875,0.908809231006414,0.797616449178426,1.41400832014593,1.31239018588223
153,799,3,Cichlids,astral,40,0,10,EXT,REF,0.277487,38547,0.951875,0.114551043161386,0.436557908549909,0.879640835796065,0.700140042014005,1.38310086400089
154,64,3,Cichlids,astral,40,0,10,INT,REF,0.229259,58458,0.963541666666667,0.118258454483126,0.546383797493282,0.797616449178426,0.831931108746053,1.31239018588223
155,435,3,Cichlids,astral,40,0.25,0,EXT,REF,0.277487,143037,0.989583333333333,0.0416652482028059,0.507944736363102,0.837214428924872,0.798983342063041,1.34633131137919
156,84,3,Cichlids,astral,40,0.25,0,INT,REF,0.229259,217214,0.995625,0.0182075796702035,0.428320966879156,0.760846896556725,0.730342161473433,1.28693434175952
157,339,3,Cichlids,astral,40,0.25,1,EXT,REF,0.277487,143037,0.977291666666667,0.0719852107545424,0.502453441915933,0.837214428924872,0.788000753168704,1.34633131137919
158,394,3,Cichlids,astral,40,0.25,1,INT,REF,0.229259,217214,0.995208333333333,0.0249245314801211,0.428320966879156,0.760846896556725,0.730342161473433,1.28693434175952
159,497,3,Cichlids,astral,40,0.25,2,EXT,REF,0.277487,143037,0.985416666666667,0.0528328690943203,0.502453441915933,0.837214428924872,0.788000753168704,1.34633131137919
160,98,3,Cichlids,astral,40,0.25,2,INT,REF,0.229259,217214,0.993125,0.0418790685543354,0.444794850220662,0.760846896556725,0.768781222603613,1.28693434175952
161,58,3,Cichlids,astral,40,0.25,3,EXT,REF,0.277487,94845,0.98875,0.036062888332656,0.480488264127258,0.817415439051649,0.76054428093286,1.33218917575546
162,915,3,Cichlids,astral,40,0.25,3,INT,REF,0.229259,142086,0.986875,0.0499427864149931,0.425575319655572,0.760846896556725,0.716613925355511,1.28693434175952
163,252,3,Cichlids,astral,40,0.25,4,EXT,REF,0.277487,83267,0.995208333333333,0.0116672998814988,0.502453441915933,0.837214428924872,0.788000753168704,1.34633131137919
