,tree.num,simulation,height,method,quality,missing,maf,int,noref,dxy,snps,mean.support,sd.support,colless,ingroup.colless,sackin,ingroup.sackin
43,660,1,Lates,astral,40,0.75,0,EXT,REF,0.550003,88028,0.818958333333333,0.261079914262292,0.604042389188553,1.00126320216015,0.971959117148854,1.51038008461447
44,797,1,Lates,astral,40,0.75,0,INT,REF,0.0397409,20837,0.779583333333333,0.216823865504889,0.282801664029186,0.786302740679441,0.67817486422533,1.34633131137919
45,661,1,Lates,astral,40,0.75,1,EXT,REF,0.550003,88028,0.854583333333333,0.225407039227557,0.680920511448915,1.08045916165304,1.04883723940922,1.58957604410736
46,154,1,Lates,astral,40,0.75,1,INT,REF,0.0397409,20837,0.776875,0.244280587274447,0.225143072333915,0.789131167804187,0.527164266928192,1.34350288425444
47,685,1,Lates,astral,40,0.75,2,EXT,REF,0.550003,88028,0.842708333333333,0.227593699042771,0.67817486422533,1.0776307345283,1.04609159218563,1.58674761698261
48,542,1,Lates,astral,40,0.75,2,INT,REF,0.0397409,20837,0.796666666666667,0.222407842098588,0.208669188992409,0.825900720425887,0.499707794692349,1.37461558262665
49,606,1,Lates,astral,40,0.75,3,EXT,REF,0.550003,19782,0.816875,0.21479486750475,0.296529900147108,1.19359624664289,0.549129444716867,1.67442885784974
50,450,1,Lates,astral,40,0.75,3,INT,REF,0.0397409,4722,0.717916666666667,0.244287573240467,0.203177894545241,1.01823376490863,0.455777439114999,1.53300750161243
51,577,1,Lates,astral,40,0.75,4,EXT,REF,0.550003,17099,0.791875,0.226299145361818,0.461268733562168,1.21056680939137,0.730342161473433,1.65180144085177
52,424,1,Lates,astral,40,0.75,4,INT,REF,0.0397409,4243,0.686666666666667,0.231142705605455,1.04334594496205,1.14834141264695,1.41126267292235,1.60654660685584
53,735,1,Lates,astral,40,0.75,5,EXT,REF,0.550003,15873,0.769791666666667,0.243297292823072,0.47499696968009,1.2247089450151,0.738579103144186,1.66028672222601
54,397,1,Lates,astral,40,0.75,5,INT,REF,0.0397409,4032,0.655625,0.254708061922882,1.06531112275072,1.17096882964492,1.42773655626385,1.62351716960431
55,151,1,Lates,astral,40,0.75,10,EXT,REF,0.550003,11744,0.734375,0.256273675605807,0.370662375183885,1.1879393923934,0.601296741964969,1.62917402385381
56,415,1,Lates,astral,40,0.75,10,INT,REF,0.0397409,3113,0.682291666666667,0.228782527819458,1.08178500609223,1.10308657865101,1.3838062006865,1.60088975260634
57,683,1,Lates,astral,40,0.9,0,EXT,REF,0.550003,56266,0.850833333333333,0.242748739141133,0.211414836215994,0.780645886429948,0.535401208598945,1.36330187412766
58,785,1,Lates,astral,40,0.9,0,INT,REF,0.0397409,13287,0.837708333333333,0.189615956588331,0.568348975281957,0.568513852073984,0.947248292136595,1.16248354827068
59,686,1,Lates,astral,40,0.9,1,EXT,REF,0.550003,56266,0.86875,0.200739324985775,0.197686600098072,0.766503750806217,0.521672972481023,1.34915973850393
60,162,1,Lates,astral,40,0.9,1,INT,REF,0.0397409,13287,0.845833333333333,0.187660097135053,0.258090839016927,0.574170706323477,0.598551094741385,1.16814040252018
61,715,1,Lates,astral,40,0.9,2,EXT,REF,0.550003,56266,0.85875,0.237196614736706,0.211414836215994,0.780645886429948,0.535401208598945,1.36330187412766
62,48,1,Lates,astral,40,0.9,2,INT,REF,0.0397409,13287,0.824791666666667,0.213561387689949,0.280056016805602,0.695793072687563,0.615024978082891,1.28410591463477
63,632,1,Lates,astral,40,0.9,3,EXT,REF,0.550003,12522,0.758541666666667,0.264526792138084,0.269073427911265,0.981464212286928,0.609533683635722,1.50755165748972
64,473,1,Lates,astral,40,0.9,3,INT,REF,0.0397409,2843,0.658125,0.21861903374339,0.991178647713944,1.04651803615609,1.32614760899123,1.54997806436091
65,601,1,Lates,astral,40,0.9,4,EXT,REF,0.550003,10767,0.750416666666667,0.255084119069413,0.186704011203735,0.998434775035405,0.488725205798011,1.53017907448769
66,466,1,Lates,astral,40,0.9,4,INT,REF,0.0397409,2528,0.649791666666667,0.23375282074378,0.192195305650903,0.922067242667258,0.483233911350843,1.47643895911751
67,740,1,Lates,astral,40,0.9,5,EXT,REF,0.550003,9988,0.742916666666667,0.253972341711868,1.0158894727262,1.13985613127271,1.3838062006865,1.60937503398058
68,453,1,Lates,astral,40,0.9,5,INT,REF,0.0397409,2404,0.64,0.21929286742192,0.192195305650903,0.916410388417766,0.477742616903674,1.45381154211954
69,176,1,Lates,astral,40,0.9,10,EXT,REF,0.550003,7353,0.747708333333333,0.244916308617761,0.746816044814939,1.10025815152627,1.08178500609223,1.56412019998464
