,tree.num,simulation,method,height,quality,missing,maf,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,tree,snps,dxy
1,1,10,raxml,Cichlids,40,0.25,0,EXT,REF,1.00000050002909e-06,0.0726221013336056,0.00804994937369138,0.0127721182323995,97.0208333333333,11.7825864720625,0.769726011433996,2.42484311995107,0.41184708353765,0.57134227919873,0.77976381149795,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac0_EXT.noInv.phy,151659,0.272004
2,2,10,raxml,Cichlids,40,0.25,10,EXT,REF,0.000719674453934246,0.111229914408244,0.0327047950814858,0.0445124821159033,94.6458333333333,12.6078151773453,0.71312968735612,5.60219136133589,0.41184708353765,0.57134227919873,0.785255105945119,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac10_EXT.noInv.phy,39714,0.272004
3,3,10,raxml,Cichlids,40,0.25,1,EXT,REF,1.00000050002909e-06,0.0726221013336056,0.00804994937369138,0.0127721182323995,97.0208333333333,11.7825864720625,0.769726011433996,2.42484311995107,0.41184708353765,0.57134227919873,0.77976381149795,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac1_EXT.noInv.phy,151659,0.272004
4,4,10,raxml,Cichlids,40,0.25,2,EXT,REF,1.00000050002909e-06,0.0726221013336056,0.00804994937369138,0.0127721182323995,97.0208333333333,11.7825864720625,0.769726011433996,2.42484311995107,0.41184708353765,0.57134227919873,0.77976381149795,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac2_EXT.noInv.phy,151659,0.272004
5,5,10,raxml,Cichlids,40,0.25,3,EXT,REF,1.00000050002909e-06,0.0367877601967581,0.0111363637839693,0.0151029139758343,98.625,6.49590705834361,0.156212268423498,3.93723133025428,0.376153669631054,0.537401153701776,0.716613925355511,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac3_EXT.noInv.phy,99006,0.272004
6,6,10,raxml,Cichlids,40,0.25,4,EXT,REF,1.00000050002909e-06,0.0406002187656317,0.0126471031613923,0.017396008967743,98.5833333333333,6.30715005719474,0.482609548038389,3.75061550705555,0.378899316854638,0.537401153701776,0.752307339262107,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac4_EXT.noInv.phy,86539,0.272004
7,7,10,raxml,Cichlids,40,0.25,5,EXT,REF,1.00000050002909e-06,0.0599878410226532,0.0184833689220269,0.0249166206924727,97.7083333333333,9.51585090465988,-0.157580481343598,4.9520235942359,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac5_EXT.noInv.phy,68597,0.272004
8,8,10,raxml,Cichlids,40,0.5,0,EXT,REF,1.00000050002909e-06,0.0637011745520277,0.00772834096388942,0.0121466919491759,96.1875,13.5075333590855,1.36516122950055,3.05428821972182,0.41184708353765,0.57134227919873,0.785255105945119,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac0_EXT.noInv.phy,135257,0.272004
9,9,10,raxml,Cichlids,40,0.5,10,EXT,REF,0.000629851137493907,0.107629219001961,0.0319681803919789,0.043356783290513,94.7916666666667,14.4162413334543,0.537658623785145,5.56567893080221,0.41184708353765,0.57134227919873,0.785255105945119,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac10_EXT.noInv.phy,36210,0.272004
10,10,10,raxml,Cichlids,40,0.5,1,EXT,REF,1.00000050002909e-06,0.0637011745520277,0.00772834096388942,0.0121466919491759,96.1875,13.5075333590855,1.36516122950055,3.05428821972182,0.41184708353765,0.57134227919873,0.785255105945119,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac1_EXT.noInv.phy,135257,0.272004
11,11,10,raxml,Cichlids,40,0.5,2,EXT,REF,1.00000050002909e-06,0.0637011745520277,0.00772834096388942,0.0121466919491759,96.1875,13.5075333590855,1.36516122950055,3.05428821972182,0.41184708353765,0.57134227919873,0.785255105945119,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac2_EXT.noInv.phy,135257,0.272004
12,12,10,raxml,Cichlids,40,0.5,3,EXT,REF,1.00000050002909e-06,0.0349399947148252,0.0107555184000999,0.0147597723964802,98.1666666666667,7.6972869863579,0.853741856860739,3.62891546429556,0.381644964078222,0.537401153701776,0.766035575380029,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac3_EXT.noInv.phy,89237,0.272004
13,13,10,raxml,Cichlids,40,0.5,4,EXT,REF,1.00000050002909e-06,0.0388060589286971,0.0121947298050513,0.0169537748703092,97.4166666666667,11.0681320058667,0.830249451497607,4.2247770786997,0.376153669631054,0.537401153701776,0.716613925355511,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac4_EXT.noInv.phy,77933,0.272004
14,14,10,raxml,Cichlids,40,0.5,5,EXT,REF,1.00000050002909e-06,0.0536341697122939,0.0169916357653731,0.0230424239385896,96.0208333333333,15.5378598478839,0.107861455093344,4.86075153203034,0.414592730761234,0.57134227919873,0.793492047615872,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac5_EXT.noInv.phy,61810,0.272004
15,15,10,raxml,Cichlids,40,0.75,0,EXT,REF,1.00000050002909e-06,0.0535484051409626,0.00718948114560121,0.0112255931418753,95.3958333333333,14.1943044965875,0.888645446643829,2.90748044723382,0.378899316854638,0.537401153701776,0.757798633709276,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac0_EXT.noInv.phy,94302,0.272004
16,16,10,raxml,Cichlids,40,0.75,10,EXT,REF,0.00237183119563066,0.455450041352978,0.0310260807363335,0.0414809539340773,95.1041666666667,13.48638333509,-0.792035334840695,5.41663620158029,0.41184708353765,0.520430590953299,0.796237694839457,1.09742972440152,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac10_EXT.noInv.phy,24487,0.272004
17,17,10,raxml,Cichlids,40,0.75,1,EXT,REF,1.00000050002909e-06,0.0535484051409626,0.00718948114560121,0.0112255931418753,95.3958333333333,14.1943044965875,0.888645446643829,2.90748044723382,0.378899316854638,0.537401153701776,0.757798633709276,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac1_EXT.noInv.phy,94302,0.272004
18,18,10,raxml,Cichlids,40,0.75,2,EXT,REF,1.00000050002909e-06,0.0535484051409626,0.00718948114560121,0.0112255931418753,95.3958333333333,14.1943044965875,0.888645446643829,2.90748044723382,0.378899316854638,0.537401153701776,0.757798633709276,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac2_EXT.noInv.phy,94302,0.272004
19,19,10,raxml,Cichlids,40,0.75,3,EXT,REF,5.89112132959497e-06,0.0289646257360211,0.0101310211415823,0.0141161007185223,98.25,6.95731667520956,0.47040452305218,3.61017857408665,0.376153669631054,0.537401153701776,0.716613925355511,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac3_EXT.noInv.phy,62315,0.272004
20,20,10,raxml,Cichlids,40,0.75,4,EXT,REF,1.9886749166792e-05,0.0322195665759286,0.0114044072437091,0.0160857736956532,97.4791666666667,8.83173577149977,0.519393154553335,3.99138907471532,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac4_EXT.noInv.phy,54530,0.272004
21,21,10,raxml,Cichlids,40,0.75,5,EXT,REF,3.20353067960488e-05,0.0430246404102507,0.0148906454602267,0.0202474958943449,97.3958333333333,8.25327680465065,-0.0878960311040008,4.64915154067962,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac5_EXT.noInv.phy,42798,0.272004
22,22,10,raxml,Cichlids,40,0.9,0,EXT,REF,2.24371395715885e-05,0.0464074415331935,0.00654160858016023,0.0105258249981465,87.6458333333333,21.8734168626721,1.18439178733437,2.77957546361333,0.381644964078222,0.576999133448223,0.755052986485692,1.15965512114594,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac0_EXT.noInv.phy,41433,0.272004
23,23,10,raxml,Cichlids,40,0.9,10,EXT,REF,0.000782333989749246,0.0953997298592003,0.0300836358117063,0.039202465251732,91.875,18.0208212909401,-0.245475418605277,5.34262198716098,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac10_EXT.noInv.phy,9989,0.272004
24,24,10,raxml,Cichlids,40,0.9,1,EXT,REF,2.24371395715885e-05,0.0464074415331935,0.00654160858016023,0.0105258249981465,87.6458333333333,21.8734168626721,1.18439178733437,2.77957546361333,0.381644964078222,0.576999133448223,0.755052986485692,1.15965512114594,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac1_EXT.noInv.phy,41433,0.272004
25,25,10,raxml,Cichlids,40,0.9,2,EXT,REF,2.24371395715885e-05,0.0464074415331935,0.00654160858016023,0.0105258249981465,87.6458333333333,21.8734168626721,1.18439178733437,2.77957546361333,0.381644964078222,0.576999133448223,0.755052986485692,1.15965512114594,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac2_EXT.noInv.phy,41433,0.272004
26,26,10,raxml,Cichlids,40,0.9,3,EXT,REF,0.000112413873063869,0.0629472978544215,0.00952429777467782,0.0140206998525707,86.5625,25.6124190704099,1.28123882769861,3.39204530476274,0.373408022407469,0.523259018078045,0.752307339262107,1.10591500577576,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac3_EXT.noInv.phy,26809,0.272004
27,27,10,raxml,Cichlids,40,0.9,4,EXT,REF,0.0002233995380447,0.0940176461342449,0.0106245659670596,0.0154519055968281,94.1458333333333,12.2213443968022,1.89993490156717,3.70482357706412,0.326732019606536,0.486489465456345,0.667192275330993,1.06914545315406,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac4_EXT.noInv.phy,23591,0.272004
28,28,10,raxml,Cichlids,40,0.9,5,EXT,REF,0.000101114054338082,0.0350582980671291,0.0131152713353258,0.0180874887632254,95.5416666666667,10.6849632529229,0.0561478226117618,4.22627497444595,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac5_EXT.noInv.phy,18432,0.272004
29,29,10,raxml,Cichlids,40,0,0,EXT,REF,1.84110335439429,1.00000050002909e-06,0.03569172921243,0.185930903306072,97.25,10.1384039198758,-6.47627205589287,4.39210587794735,0.2278887195575,1.07480230740355,0.458523086338584,1.5612917728599,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac0_EXT.noInv.phy,412167,0.272004
30,30,10,raxml,Cichlids,40,0,10,EXT,REF,0.00138697520043463,0.523876599440401,0.0327682532405067,0.0449039555450946,94.2083333333333,15.1937253753035,-0.119892430176287,5.53718868073107,0.409101436314066,0.520430590953299,0.788000753168704,1.09742972440152,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac10_EXT.noInv.phy,39970,0.272004
31,31,10,raxml,Cichlids,40,0,1,EXT,REF,1.84110335439429,1.00000050002909e-06,0.03569172921243,0.185930903306072,97.25,10.1384039198758,-6.47627205589287,4.39210587794735,0.2278887195575,1.07480230740355,0.458523086338584,1.5612917728599,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac1_EXT.noInv.phy,412167,0.272004
32,32,10,raxml,Cichlids,40,0,2,EXT,REF,1.84110335439429,1.00000050002909e-06,0.03569172921243,0.185930903306072,97.25,10.1384039198758,-6.47627205589287,4.39210587794735,0.2278887195575,1.07480230740355,0.458523086338584,1.5612917728599,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac2_EXT.noInv.phy,412167,0.272004
33,33,10,raxml,Cichlids,40,0,3,EXT,REF,1.00000050002909e-06,0.0349531702688678,0.0114394866794096,0.0154175868246699,98.3958333333333,7.78088105095291,-0.896193338743491,4.05176950735242,0.378899316854638,0.537401153701776,0.752307339262107,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac3_EXT.noInv.phy,105506,0.272004
34,34,10,raxml,Cichlids,40,0,4,EXT,REF,1.00000050002909e-06,0.0391192555261534,0.012988320506105,0.0177929952439575,98.6666666666667,5.41602560309064,-0.470930304064434,4.44680639937876,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac4_EXT.noInv.phy,91703,0.272004
35,35,10,raxml,Cichlids,40,0,5,EXT,REF,1.00000050002909e-06,0.0614658739417871,0.0190722667293172,0.0256454365673264,97.6875,10.5086716977487,-0.410308149945108,4.99150320683051,0.414592730761234,0.57134227919873,0.793492047615872,1.14834141264695,s10_q40.EXT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac5_EXT.noInv.phy,71253,0.272004
36,36,10,raxml,Cichlids,40,0.25,0,INT,REF,0.000348598729873281,0.051326852345387,0.00823634222495144,0.0123034240514999,97.1458333333333,13.7994597232095,-6.114705937209,3.72194708401377,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac0_INT.noInv.phy,229726,0.224374
37,37,10,raxml,Cichlids,40,0.25,10,INT,REF,0.00761928305007241,0.0753340387046086,0.0333191086276422,0.0440120514123951,93.2916666666667,18.1506208009807,-3.12055312216662,5.60120967975458,0.409101436314066,0.57134227919873,0.771526869827198,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac10_INT.noInv.phy,60455,0.224374
38,38,10,raxml,Cichlids,40,0.25,1,INT,REF,0.000348598729873281,0.051326852345387,0.00823634222495144,0.0123034240514999,97.1458333333333,13.7994597232095,-6.114705937209,3.72194708401377,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac1_INT.noInv.phy,229726,0.224374
39,39,10,raxml,Cichlids,40,0.25,2,INT,REF,0.000348598729873281,0.051326852345387,0.00823634222495144,0.0123034240514999,97.1458333333333,13.7994597232095,-6.114705937209,3.72194708401377,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac2_INT.noInv.phy,229726,0.224374
40,40,10,raxml,Cichlids,40,0.25,3,INT,REF,0.000533543881799905,0.0194106489966543,0.0114902219831029,0.0154775250109054,98.8958333333333,5.39991955548171,-4.06207570591668,4.11338605070636,0.378899316854638,0.537401153701776,0.757798633709276,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac3_INT.noInv.phy,148353,0.224374
41,41,10,raxml,Cichlids,40,0.25,4,INT,REF,0.00051708262628115,0.0244711664398814,0.0130847666214267,0.0177984905771355,98.9791666666667,4.66991085309843,-3.81423025334605,4.48397318783071,0.381644964078222,0.537401153701776,0.766035575380029,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac4_INT.noInv.phy,130004,0.224374
42,42,10,raxml,Cichlids,40,0.25,5,INT,REF,0.0011339238824142,0.0423534474388077,0.0193865471002302,0.0256964646184926,98.5833333333333,6.81310793370486,-3.87852337339419,4.99997035090133,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.25_mac5_INT.noInv.phy,103649,0.224374
43,43,10,raxml,Cichlids,40,0.5,0,INT,REF,0.000287793435528146,0.0501116673411783,0.00792045553853211,0.0118044269740276,98.6666666666667,6.37926605974331,-5.20392200724336,3.4821397240614,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac0_INT.noInv.phy,204073,0.224374
44,44,10,raxml,Cichlids,40,0.5,10,INT,REF,0.00735826033611369,0.0773857441799101,0.0325931460785994,0.0430264620457262,94.625,17.0638662651491,-2.94442170239575,5.57601233036325,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac10_INT.noInv.phy,55251,0.224374
45,45,10,raxml,Cichlids,40,0.5,1,INT,REF,0.000287793435528146,0.0501116673411783,0.00792045553853211,0.0118044269740276,98.6666666666667,6.37926605974331,-5.20392200724336,3.4821397240614,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac1_INT.noInv.phy,204073,0.224374
46,46,10,raxml,Cichlids,40,0.5,2,INT,REF,0.000287793435528146,0.0501116673411783,0.00792045553853211,0.0118044269740276,98.6666666666667,6.37926605974331,-5.20392200724336,3.4821397240614,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac2_INT.noInv.phy,204073,0.224374
47,47,10,raxml,Cichlids,40,0.5,3,INT,REF,0.000415425821131334,0.019961696560209,0.0111100501004757,0.0150793998197237,98.9791666666667,4.5639176122747,-3.48685092947072,3.98475696814984,0.381644964078222,0.537401153701776,0.766035575380029,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac3_INT.noInv.phy,133655,0.224374
48,48,10,raxml,Cichlids,40,0.5,4,INT,REF,0.000484322774532704,0.0244413589726472,0.0125823768211967,0.0172488523482098,99.3541666666667,3.21227422144481,-3.27939862107545,4.36105359132133,0.376153669631054,0.537401153701776,0.744070397591354,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac4_INT.noInv.phy,117077,0.224374
49,49,10,raxml,Cichlids,40,0.5,5,INT,REF,0.00097507786656563,0.0393950887207258,0.0178675034335841,0.0238453342020465,96.9375,12.7219131606879,-3.54444839953441,4.93384261008769,0.414592730761234,0.57134227919873,0.793492047615872,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.50_mac5_INT.noInv.phy,93404,0.224374
50,50,10,raxml,Cichlids,40,0.75,0,INT,REF,0.000435412312371761,0.0491356379940529,0.0074587599353446,0.0112678811142447,98.1875,7.09406779445618,-4.2186157784001,3.18107303158593,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac0_INT.noInv.phy,141493,0.224374
51,51,10,raxml,Cichlids,40,0.75,10,INT,REF,0.00837881952169849,0.0776250456895494,0.0316049295134865,0.041150983860383,96.3333333333333,14.4462810252671,-2.86803382238132,5.50772963807466,0.414592730761234,0.57134227919873,0.793492047615872,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac10_INT.noInv.phy,37605,0.224374
52,52,10,raxml,Cichlids,40,0.75,1,INT,REF,0.000435412312371761,0.0491356379940529,0.0074587599353446,0.0112678811142447,98.1875,7.09406779445618,-4.2186157784001,3.18107303158593,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac1_INT.noInv.phy,141493,0.224374
53,53,10,raxml,Cichlids,40,0.75,2,INT,REF,0.000435412312371761,0.0491356379940529,0.0074587599353446,0.0112678811142447,98.1875,7.09406779445618,-4.2186157784001,3.18107303158593,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac2_INT.noInv.phy,141493,0.224374
54,54,10,raxml,Cichlids,40,0.75,3,INT,REF,0.000475285131405569,0.0203679704344184,0.0105419910999066,0.0145177299761988,99.1458333333333,4.41944245705334,-2.76285406036051,3.74928224951029,0.376153669631054,0.537401153701776,0.744070397591354,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac3_INT.noInv.phy,93179,0.224374
55,55,10,raxml,Cichlids,40,0.75,4,INT,REF,0.000562902988150107,0.0243399321414712,0.0118527805214218,0.0164893322451859,98.3333333333333,7.26499427694005,-2.41609805155401,4.06822209861171,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac4_INT.noInv.phy,81776,0.224374
56,56,10,raxml,Cichlids,40,0.75,5,INT,REF,0.000976112107182657,0.0353709851249778,0.0156211784586441,0.0209145424964913,97.7708333333333,8.88278177468847,-3.0628762466155,4.73314368552742,0.376153669631054,0.537401153701776,0.716613925355511,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.75_mac5_INT.noInv.phy,64675,0.224374
57,57,10,raxml,Cichlids,40,0.9,0,INT,REF,0.000816166519549692,0.0397347652264861,0.00677118203292164,0.0102924347158972,91.2083333333333,17.2083086479997,-4.81072835156404,3.07944615617551,0.381644964078222,0.537401153701776,0.766035575380029,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac0_INT.noInv.phy,61210,0.224374
58,58,10,raxml,Cichlids,40,0.9,10,INT,REF,0.00937006519855003,0.0696110755392358,0.0304370344405252,0.0391547108713888,93.1458333333333,15.5672727948573,-3.46436772466792,5.41867653906529,0.414592730761234,0.574170706323477,0.788000753168704,1.1511698397717,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac10_INT.noInv.phy,15200,0.224374
59,59,10,raxml,Cichlids,40,0.9,1,INT,REF,0.000816166519549692,0.0397347652264861,0.00677118203292164,0.0102924347158972,91.2083333333333,17.2083086479997,-4.81072835156404,3.07944615617551,0.381644964078222,0.537401153701776,0.766035575380029,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac1_INT.noInv.phy,61210,0.224374
60,60,10,raxml,Cichlids,40,0.9,2,INT,REF,0.000816166519549692,0.0397347652264861,0.00677118203292164,0.0102924347158972,91.2083333333333,17.2083086479997,-4.81072835156404,3.07944615617551,0.381644964078222,0.537401153701776,0.766035575380029,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac2_INT.noInv.phy,61210,0.224374
61,61,10,raxml,Cichlids,40,0.9,3,INT,REF,0.000743046795405823,0.0171160866371049,0.00984136494516433,0.0137486922097544,91.7708333333333,21.1481497438583,-2.96620841987515,3.5506019242364,0.376153669631054,0.537401153701776,0.716613925355511,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac3_INT.noInv.phy,39605,0.224374
62,62,10,raxml,Cichlids,40,0.9,4,INT,REF,0.000827682324334703,0.0203239318657014,0.0110110323377414,0.0156468046252395,92.0208333333333,21.3257307208954,-2.57816773947618,3.91676970492385,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac4_INT.noInv.phy,34974,0.224374
63,63,10,raxml,Cichlids,40,0.9,5,INT,REF,0.00121565530215074,0.0276338126173149,0.0136262051400804,0.0183614297852248,93.7708333333333,18.8941503762333,-3.18416234208569,4.5374140293538,0.389881905748975,0.540229580826522,0.774272517050782,1.12288556852424,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0.90_mac5_INT.noInv.phy,27533,0.224374
64,64,10,raxml,Cichlids,40,0,0,INT,REF,0.0386040528698973,0.00045807122478176,0.012302040466514,0.0378058818206363,95.625,15.9248567915001,-5.19465274707186,3.73040147407332,0.233380014004668,1.10308657865101,0.464014380785752,1.58957604410736,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac0_INT.noInv.phy,498894,0.224374
65,65,10,raxml,Cichlids,40,0,10,INT,REF,0.00761085754953616,0.0757741180870466,0.0333711813061293,0.0440563557840014,93.2708333333333,17.7005103704918,-3.09720851580442,5.60127439455436,0.414592730761234,0.57134227919873,0.793492047615872,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac10_INT.noInv.phy,60817,0.224374
66,66,10,raxml,Cichlids,40,0,1,INT,REF,0.0386040528698973,0.00045807122478176,0.012302040466514,0.0378058818206363,95.625,15.9248567915001,-5.19465274707186,3.73040147407332,0.233380014004668,1.10308657865101,0.464014380785752,1.58957604410736,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac1_INT.noInv.phy,498894,0.224374
67,67,10,raxml,Cichlids,40,0,2,INT,REF,0.0386040528698973,0.00045807122478176,0.012302040466514,0.0378058818206363,95.625,15.9248567915001,-5.19465274707186,3.73040147407332,0.233380014004668,1.10308657865101,0.464014380785752,1.58957604410736,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac2_INT.noInv.phy,498894,0.224374
68,68,10,raxml,Cichlids,40,0,3,INT,REF,0.000695469019507779,0.015502835172928,0.0118319855590359,0.0160057161313672,98.3958333333333,7.78088105095291,-4.78237673839148,4.263444631657,0.378899316854638,0.537401153701776,0.752307339262107,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac3_INT.noInv.phy,159008,0.224374
69,69,10,raxml,Cichlids,40,0,4,INT,REF,0.00060872393627538,0.0208140308374418,0.0134620987504851,0.0183436803868479,98.6875,5.96499094896854,-4.42525671508372,4.59253966625068,0.387136258525391,0.537401153701776,0.771526869827198,1.12005714139949,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac4_INT.noInv.phy,138250,0.224374
70,70,10,raxml,Cichlids,40,0,5,INT,REF,0.00114679536723564,0.0442187820780816,0.0199951817499299,0.0264602333201534,98.2708333333333,8.45699907374556,-3.96148951173597,5.03351821463906,0.420084025208403,0.57134227919873,0.798983342063041,1.14834141264695,s10_q40.INT-cichlids-emp.phylip_tree_files/OUTFILE_s10_q40_miss0_mac5_INT.noInv.phy,107851,0.224374
