,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,RF.Dist.ML,weighted.rf,std.gamma,std.colless,std.sackin,std.sites,std.ingroup.colless,std.ingroup.gamma,std.ingroup.sackin,Q.Dist.ML,CI.Dist.ML
1615,1615,4,LONG,raxml,40,1,0.04,8347,33_0_0,INT,REF,0.111775767648007,0.0475019321531288,0.0217474232616055,92.6122448979592,16.9514970011082,-7.96833454707885,-5.57578817642359,0.51328156049446,0.423,985,885,40,550602.938421179,-13.1631153908234,0.0315259307789303,0.0157629653894652,0.066028034426022,-83,-6.19669779278166,-61,0.0236213009056008,0.124287866660532
1616,1616,4,LONG,raxml,40,1,0.05,7151,33_0_0,INT,REF,0.121631256835026,0.0521759096418037,0.0240846868953476,92.9795918367347,15.5583236527343,-8.00899018907378,-5.53065376153165,0.355651906599808,0.419,698,883,50,550602.938421179,-12.9451748841839,-0.126103723115721,-0.290629674368264,0.0565672066826984,-83,-6.19669779278166,-61,0.0234420176711549,0.12124616993742
1617,1617,4,LONG,raxml,40,1,0.1,4568,33_0_0,INT,REF,0.163768747723096,0.0659993860466872,0.0314411549744333,93.3571428571429,13.4656875898723,-7.46934508128507,-5.17634874500611,0.351711165252442,0.416,703,888,58,550602.938421179,-12.9164159386311,-0.155659283220969,-0.262059299599859,0.0361346664979117,-83,-6.19669779278166,-61,0.0267626762676268,0.150633664138666
1618,1618,4,LONG,raxml,40,1,0,118314,33_0_0,INT,REF,0.367104794672022,0.00561008230756384,0.0257994278026892,95.6734693877551,12.8558827724851,-9.99843030045006,-10.1801658291559,0.314274122452462,0.318,798,800,36,550602.938421179,-10.0695421619669,-0.0955629776736326,-0.238414851515661,0.935910011390963,-83,-6.19669779278166,-61,0.0236663666366637,0.104923358722964
1619,1619,5,LONG,raxml,40,0.25,0.01,24053,12_0_0,INT,REF,0.0490791770834384,0.01661173467524,0.00773418324303031,88.6836734693878,21.0931155714568,-9.6990105352741,-5.78625227952488,0.326096346494561,0.389,723,869,58,550602.938421179,-10.1827272527139,-0.193096326020948,-0.277822264989324,0.200243092266835,-83,-6.19669779278166,-61,0.0364449506175107,0.119551883411619
1620,1620,5,LONG,raxml,40,0.25,0.02,15253,12_0_0,INT,REF,0.0373048456256923,0.023018856838453,0.0105343319823399,88.6326530612245,21.7342846436494,-9.60188512020557,-4.39196033839477,0.353681535926125,0.413,737,881,62,550602.938421179,-9.19462044779417,-0.136940761820979,-0.264029670273542,0.126982409110965,-83,-6.19669779278166,-61,0.0367613904247568,0.13589601843851
1621,1621,5,LONG,raxml,40,0.25,0.03,11443,12_0_0,INT,REF,0.0440973134047254,0.0278080909094613,0.0134579012561608,86.9081632653061,21.3985676053492,-10.0531556376999,-4.00411692123975,0.301466713073521,0.415,648,883,72,550602.938421179,-9.795205406102,-0.160585209905176,-0.286688933020898,0.0952638633355256,-83,-6.19669779278166,-61,0.0380428246906323,0.144337175567833
1622,1622,5,LONG,raxml,40,0.25,0.04,9428,12_0_0,INT,REF,0.0471099513717441,0.0306022145668268,0.0159727818384606,85.6836734693878,21.2460290716868,-10.1686854710816,-3.40625613819919,0.404911173441887,0.389,861,859,78,550602.938421179,-9.29955261596393,-0.0857111243052169,-0.0522148228526034,0.0784888319083576,-83,-6.19669779278166,-61,0.0347669869027719,0.166938284385107
1623,1623,5,LONG,raxml,40,0.25,0.05,8016,12_0_0,INT,REF,0.0504808281530238,0.0330149216490152,0.0180831722741928,83.3877551020408,23.2022184564371,-10.5328127990419,-3.22807823604407,0.340874126547184,0.381,692,851,84,550602.938421179,-9.35110009646958,-0.155659283220969,-0.28176300633669,0.0667338222928929,-83,-6.19669779278166,-61,0.03996913977112,0.193652641775229
1624,1624,5,LONG,raxml,40,0.25,0.1,4858,12_0_0,INT,REF,0.0544814588064874,0.0410951436179639,0.0257463091033764,82.8775510204082,22.878552197237,-12.0209730157173,-2.65114928437192,0.572392680704954,0.481,965,941,80,550602.938421179,-7.14621575947004,0.0630518615578607,-0.0709333442525932,0.040443227133093,-83,-6.19669779278166,-61,0.0356817722588585,0.181578038456766
1625,1625,5,LONG,raxml,40,0.25,0,119489,12_0_0,INT,REF,0.316870885820507,0.00394767741975757,0.0222797865046826,90.469387755102,18.5256601544284,-9.14678504853064,-8.69998065929984,0.512296375157618,0.414,900,894,58,550602.938421179,-8.29645699732972,0.0344814867894551,-0.122162981768355,0.99475520109225,-83,-6.19669779278166,-61,0.0200919683805115,0.108805159185849
1626,1626,5,LONG,raxml,40,0.5,0.01,24033,12_0_0,INT,REF,0.0490628341609652,0.0166025049909395,0.00772198302254223,88.6836734693878,20.4831320790686,-9.6897692229194,-5.78721951468375,0.473874147020797,0.389,949,869,52,550602.938421179,-9.85331934540102,-0.0758592709368011,-0.055170378863128,0.200076590714208,-83,-6.19669779278166,-61,0.0363273878408249,0.115781374305554
1627,1627,5,LONG,raxml,40,0.5,0.02,15233,12_0_0,INT,REF,0.0373541093928285,0.0230345888790393,0.0105543183086781,89.1836734693878,20.4184810863017,-9.60017638227085,-4.40914078723461,0.495548224431311,0.413,895,881,62,550602.938421179,-8.72819889087414,0.00492592668420788,-0.0512296375157618,0.126815907558338,-83,-6.19669779278166,-61,0.0367148551589853,0.13421158803159
1628,1628,5,LONG,raxml,40,0.5,0.03,11425,12_0_0,INT,REF,0.0441340119569543,0.0278125021862666,0.013467884330336,86.3469387755102,22.8730706654423,-10.0312647060468,-3.99306921866353,0.304422269084046,0.418,676,884,74,550602.938421179,-9.68530534031868,-0.186200028663057,-0.285703747684056,0.0951140119381613,-83,-6.19669779278166,-61,0.0381603874673182,0.152854874682524
1629,1629,5,LONG,raxml,40,0.5,0.04,9411,12_0_0,INT,REF,0.0479565030492463,0.0305533512323237,0.0159138494710574,85.1326530612245,21.4132812410256,-10.2772904581316,-3.42745554631486,0.374370427999798,0.437,754,901,80,550602.938421179,-9.31608361064104,-0.110340757726256,-0.241370407526185,0.0783473055886246,-83,-6.19669779278166,-61,0.0353778234966354,0.16349170597948
1630,1630,5,LONG,raxml,40,0.5,0.05,7999,12_0_0,INT,REF,0.0508783053976138,0.0330031920944556,0.0180622746771848,84.8163265306122,20.8353124805058,-10.5520914794847,-3.25903973775488,0.411807470799778,0.386,938,858,80,550602.938421179,-8.59705753528997,-0.0788148269473258,-0.0334963014526135,0.06659229597316,-83,-6.19669779278166,-61,0.0351630265067323,0.174499046063828
1631,1631,5,LONG,raxml,40,0.5,0.1,4842,12_0_0,INT,REF,0.0545719453263028,0.0411022186622318,0.0257883570316737,83.1020408163265,21.9519107948422,-11.9999066800695,-2.64402831133693,0.504414892462886,0.482,981,942,80,550602.938421179,-6.5929156714937,0.0403925988105045,0.00886666803157421,0.0403100258909914,-83,-6.19669779278166,-61,0.0356585046259728,0.182659230943414
1632,1632,5,LONG,raxml,40,0.5,0,119469,12_0_0,INT,REF,0.316455963730207,0.00394150291151233,0.0222503871313938,88.969387755102,21.3780184251544,-9.6344411414013,-9.2344555644027,0.470918591010272,0.386,915,868,58,550602.938421179,-10.8039386377194,-0.0197037067368314,-0.0236444480841977,0.994588699539623,-83,-6.19669779278166,-61,0.0366075791252595,0.12554112303302
