sim tree_height int taxa_ref avg_dist
2 500000 EXT 0_0_0 0.0319078
1 500000 EXT 0_0_0 0.0415784
1 2000000 EXT 0_0_0 0.0322304
2 2000000 EXT 0_0_0 0.0346343
3 500000 EXT 0_0_0 0.0342873
3 2000000 EXT 0_0_0 0.0362225
1 10000000 EXT 0_0_0 0.0438745
2 10000000 EXT 0_0_0 0.0424559
3 10000000 EXT 0_0_0 0.0413735
