,simulation,height,method,quality,missing,maf,int,noref,taxa_ref,refdist,sites,std.sites,gamma,colless,sackin,tree.height,Avg.BLs,SD.BLs,RF.Dist.ML,ingroup.gamma,ingroup.colless,ingroup.sackin,mean.support,sd.support,weighted.rf,std.gamma,std.colless,std.ingroup.colless
11,3,500000,raxml,0,0.25,0.03,EXT,NOREF,0_0_0,0.181249,27708,0.0263203890873167,-23.5541557538957,750,1202,1.00000050002909e-06,0.00140493888338776,0.00337302205278538,94,-23.5541557538957,651,1105,69.8041237113402,35.9848461089461,23863577.9166496,-18.033495417086,347,347
12,3,500000,raxml,0,0.25,0.03,EXT,REF,0_0_0,0.181249,27708,0.0263203890873167,-25.0115543518985,785,1233,1.00000050002909e-06,0.00141581396949825,0.00339838357655156,100,-24.8097949856473,617,1162,73.5,33.9724721793893,34363577.8276569,-26.1054393812485,283,313
13,3,500000,raxml,0,0.25,0.04,EXT,NOREF,0_0_0,0.181249,17907,0.0170102211414241,-24.1012539972224,741,1195,1.00000050002909e-06,0.00177417436785336,0.00468275694219229,108,-24.1012539972224,840,1292,NA,NA,23863577.8540549,-18.5805936604127,437,338
14,3,500000,raxml,0,0.25,0.04,EXT,REF,0_0_0,0.181249,17907,0.0170102211414241,-25.6320917357465,597,1177,1.00000050002909e-06,0.00178124410272481,0.00464439780900681,102,-25.4243959308646,658,1037,NA,NA,34363577.963762,-26.7259767650964,195,255
15,3,500000,raxml,0,0.25,0.04,EXT,NOREF,0_0_0,0.181249,17907,0.0170102211414241,-24.1012539972224,840,1292,1.00000050002909e-06,0.00177417436785336,0.00468275694219229,108,-24.1012539972224,840,1292,65.3711340206186,38.2402818775647,23863577.8540549,-18.5805936604127,437,437
16,3,500000,raxml,0,0.25,0.04,EXT,REF,0_0_0,0.181249,17907,0.0170102211414241,-25.6320917357465,697,1079,1.00000050002909e-06,0.00178124410272481,0.00464439780900681,102,-25.4243959308646,658,1134,67.1734693877551,37.4207135732886,34363577.963762,-26.7259767650964,195,255
17,3,500000,raxml,0,0.25,0.05,EXT,NOREF,0_0_0,0.181249,12917,0.012270119309978,-26.5799220378767,848,1308,1.00000050002909e-06,0.00195463333791607,0.00582136313082721,102,-26.5799220378767,749,1211,NA,NA,23863577.9573225,-21.059261701067,346,445
18,3,500000,raxml,0,0.25,0.05,EXT,REF,0_0_0,0.181249,12917,0.012270119309978,-26.2411445835599,734,1196,1.00000050002909e-06,0.00192916960154361,0.00565823544108446,108,-25.9920918896427,666,1126,NA,NA,34363578.0011449,-27.3350296129098,232,263
19,3,500000,raxml,0,0.25,0.05,EXT,NOREF,0_0_0,0.181249,12917,0.012270119309978,-26.5799220378767,749,1308,1.00000050002909e-06,0.00195463333791607,0.00582136313082721,102,-26.5799220378767,749,1308,59.639175257732,38.4756918843493,23863577.9573225,-21.059261701067,445,346
20,3,500000,raxml,0,0.25,0.05,EXT,REF,0_0_0,0.181249,12917,0.012270119309978,-26.2411445835599,734,1098,1.00000050002909e-06,0.00192916960154361,0.00565823544108446,108,-25.9920918896427,567,1126,62.0204081632653,38.5545482071902,34363578.0011449,-27.3350296129098,232,263
21,3,500000,raxml,0,0.25,0,EXT,NOREF,0_0_0,0.181249,334534,0.31778060642906,-25.0571305200042,722,1087,0.000349692684929006,0.000339760957929655,0.000275486080025127,58,-25.0571305200042,722,1087,NA,NA,23863577.6578377,-19.5364701831946,319,319
22,3,500000,raxml,0,0.25,0,EXT,REF,0_0_0,0.181249,453423,0.43071566988373,-23.894499550561,607,1165,0.00012221756928729,0.000273795930884343,0.000986213578377539,58,-23.7470265829114,691,1048,NA,NA,34363577.6519354,-24.9883845799109,105,189
